,id,company,description,role_name
277,oXiCloO0SKIAAAAAAAAAAA==,Tesco Careers,"about the role we have an exciting opportunity for an experienced senior systems engineer to join our data platforms team. in the data platforms team, we focus on solving complex business problems developing products that can be deployed at scale to our customers. our work spans across multiple platforms that support business areas including stores, online, fulfilment, marketing and clubcard. our core work involves designing and building the data platforms that will support the development of data products both internally and externally. about the role as a systems engineer for data platforms, you are an integral part of tesco technology's data and analytics team. you have accountability for the engineering excellence of the data platform, evolving engineering practices to meet the changing demand. you use your technical breadth and depth to build and operate mission-critical systems at scale and inspiring engineering community you interact with. you will need to identify, own, and ultimately drive projects for building, standardising, and improving our technical solutions in automation and integration, along with helping to up-skill the team through training and education initiatives. you will be expected to help guide the roadmap for how best we deploy and operate platforms on behalf of technology, as well as playing an active part in continuing to build a fantastic and talented team! you will be responsible for whilst specific responsibilities will be dependent upon the changing needs of the tesco business, the following provides an overview of the role’s key responsibilities and measures. establishing and sharing standards for engineering excellence transforming the data platforms without impact to existing levels of service designing solutions that will operate at scale with high availability and automation building globally, ensuring consistency in approach throughout all our locations in the uk, europe and asia ensuring operational stability is balanced with engineering and roadmap delivery driving adoption of new tools and techniques, being able to understand their value and impact keeping technical skills up to date and keeping track of new technologies, industry trends, understanding how they might benefit the technology team and wider tesco you will need track record of managing mission-critical, multi-data centre and hybrid environments with large-scale service in a global organisation. strong technical knowledge and troubleshooting skills with linux (centos/rhel/ubuntu). experience with automation tooling, including jenkins, github, terraform, ansible and infrastructure as code in general. experience working with azure. adapt to ci/cd routines. substantial experience with docker, kubernetes, and rancher strong operations experience, including networking troubleshooting and common monitoring patterns; experience with prometheus, grafana and splunk. knowledge about networking technologies (tcp/ip, routing, dns, lbs, firewalls, network virtualization with nsx-t and azure). ability to develop and understand code, with any of the following languages: bash, python, go or java. a good understanding of both itil and agile processes. fundamental knowledge of vmware infrastructure is desirable. to keep up to date with the latest trends and developments in devops tools and processes strong communication skills with the ability to relay technical content to colleagues of varying backgrounds, at all levels of seniority strong written communication skills and a desire to produce accurate, comprehensible documentation ability to interpret, discuss, and contribute to architecture and solution designs, considering security and effective operation good understanding of object storage technologies, such as ceph s3 and azure blob storage. experience using and contributing to the open-source community and best practices of using it within an enterprise environment what’s in it for you we offer excellent benefits that help make tesco a great place to work! these include but are not limited to: annual bonus scheme holiday starting at 25 days plus a personal day (and bank holidays) great colleague discounts and deals, saving you money on everyday purchases, utility bills for the home and more retirement savings plan – save between 4% and 7.5% and tesco will match your contribution buy as you earn and save as you earn share schemes opportunities to get on – take advantage of our ongoing learning opportunities and award-winning training to help you achieve the career you want about us our vision at tesco is to become every customer’s favourite way to shop, whether they are at home or out on the move. our core purpose is “serving our customers, communities and planet a little better every day”. serving means more than a transactional relationship with our customers. it means acting as a responsible and sustainable business for all stakeholders, for the communities we are part of, and for the planet. we are proud to have an inclusive culture at tesco where everyone truly feels able to be themselves. at tesco, we not only celebrate diversity, but recognise the value and opportunity it brings. we’re committed to creating a workplace where differences are valued, and make sure that all colleagues are given the same opportunities. we’re a big business with diverse working patterns and many business areas which means that we can find something that works for you. everyone is welcome at tesco. we have recently announced that we are moving to a more blended working week – combining office and remote working. our offices continue to be where we connect, collaborate and innovate. talk to us about how this can work for you. note: should you be successful in your application, your employment will be subject to and conditional upon you providing your bank account details on your agreed start date",data-engineer
278,LMaY4IuhMpwAAAAAAAAAAA==,Tesco Bank,"description & requirements
you'll bring the ambition, we'll provide the opportunities
at tesco bank, we have an excellent opportunity for a senior data engineer with knowledge of sas or another programming language. this role presents a wide variety of work, including project work and is an exciting opportunity as a data engineer, within the data team at tesco bank playing a pivotal role in developing a market-leading data & bi team. it offers an excellent opportunity for someone who's looking to develop their technical skills.
the data team sit within a market-leading pricing department and recently completed a major azure cloud migration programme, migrating the bi platform with a view to modernisation in the near future.
support developing sas-based data warehouses, using strong communication skills you will liaise with stakeholders at all levels of the organisation, delivering end-to-end data requests and ensuring a single version of the truth across the whole organisation.
we can be flexible on location, however, you'll need to be able to travel to the reigate office one day per week.
the senior data engineer's main responsibilities will be:
responsible for processing data & bi requests for internal and external stakeholders in a timely manner whilst ensuring data accuracy and audits are not compromised.
produce regular business performance bi for analysis, executive and governance purposes in a consistent, accurate and timely manner.
ensure data reporting and manipulation are compliant with internal policies, maintaining all documentation and data definition schedules where appropriate
liaising with internal stakeholders regularly to ensure assistance is given in understanding data & bi for improving business performance or operations
understand and identify stakeholder data requests and develop or recommend solutions to meet requirements
responsible for supporting all aspects of data such as solution development, quality, security, management, architecture, availability and performance
identify and monitor associated data & bi risks and report any business impact with recommended solutions to the data engineering manager
working with the data & bi team to develop and maintain a comprehensive data warehouse using sas/sql to ensure all data is clearly defined and consistently maintained throughout the organisation
develop and maintain data dictionaries covering factors and measures within data warehouses
experience and skills that are essential to being a data engineer
some knowledge of sql is essential
ability to analyse and interpret data with good investigative and analytical skills and make recommendations
strong communication skills (both verbal and written) with non-technical internal colleagues
proven organisation skills with the ability to work with tight deadlines
able to demonstrate sound attention to detail, ensuring any output is accurate before being passed onto the wider business
experience developing and maintaining strong working relationships
demonstrate a 'can do' attitude with a desire to thrive in a dynamic and fast-paced environment
in-depth knowledge of microsoft office (particularly excel)
other experience and skills that would be beneficial
knowledge of sas or another programming language
experience with excel, or other analytical / visualisation tools
some experience in defining data requirements
previous experience within the general insurance or financial services industry
at tesco, our purpose is to help our customers, communities and the planet a little better every day. and at tesco bank we aim to give our customers smarter money help, for everyday life, building on the foundations that have made tesco a truly great british brand - and success worldwide. bringing that success to the financial services industry means attracting the finest talent to our senior and specialist roles, creating a backbone of excellence for our business - and offering professionals like you the chance to make a wide-ranging and long-lasting impact in a business that's breathing new life into the industry.
we are proud to have an inclusive culture at tesco bank where everyone truly feels able to be themselves. at tesco bank, we not only celebrate diversity but recognise the value and opportunity it brings to enable us to help our shoppers manage their money a little better every day. we're committed to creating a workplace where differences are valued, and make sure that all colleagues are given the same opportunities.
we also know the importance of balancing work with life's other commitments. please talk to us at the interview about the flexibility you need, and we'll explore what's possible.
wherever your talent lies, you'll find challenge and reward in equal measure. we're here to go the extra mile for our customers - and we'll do the same for you. it's simple. as long as you have the ambition, we'll provide the opportunity for success.
our purpose
the tesco name comes with a dedication to customer service excellence, but tesco bank offers something more: a fresh approach to finance. while it's an innovation, ours is a business built on the next development, the evolution to come. for forward-thinking, technical professionals, that means making a wide-ranging and long-lasting impact in an organisation that's changing the face of banking for our customers.
we're on a mission to make our customers happier and more successful by putting them in control of their finances.
requisition description
d&i statement - we value our people and diverse team and believe the variety of backgrounds and experiences make us stronger to achieve our goals. we encourage colleagues to be productive, focus on meaningful work, and look for ways to further develop themselves & career, and have an excellent work/life balance.
our colleagues are working remotely. looking to the future, we are excited to understand our 'new normal' and are committed to exploring the opportunities that a hybrid working environment could bring for our wider team. if you're interested in finding out more about what a career at tesco bank looks like, click apply to find out more",data-engineer
279,L-NUiTT9RsAAAAAAAAAAAA==,dunnhumby,"most companies try to meet expectations, dunnhumby exists to defy them. using big data, deep expertise and ai-driven platforms to decode the 21st century human experience – then redefine it in meaningful and surprising ways that put customers first. across digital, mobile and retail. for brands like tesco, coca-cola, procter & gamble and pepsico.

we are looking for a tesco education lead to join the team dunnhumby uk retail team

what we expect from you
• deliver data literacy capability building into tesco
• support the dunnhumby uk retail team on their training needs with tesco, including upskilling in our tools and processes
• capture and communicate value of education; respond and refine delivery and content to always improve customer satisfaction
• manage relationships with key stakeholders in tesco’s central learning, customer & people capability
• work in partnership with dh tesco team to identify new and changing capability requirements within tesco, support design of new content, pilot and roll out
• build profile and commercial opportunities of education in uk and global business

what you can expect from us

we won’t just meet your expectations. we’ll defy them. so you’ll enjoy the comprehensive rewards package you’d expect from a leading technology company. but also, a degree of personal flexibility you might not plus, thoughtful perks, like early finish friday and your birthday off.

you’ll also benefit from an investment in cutting-edge technology that reflects our global ambition. but with a nimble, small-business feel that gives you the freedom to play, experiment and learn.

and we don’t just talk about diversity and inclusion. we live it every day – with thriving networks including dh women’s network, dh proud, dh parents & carers, dh one and dh thrive as the living proof. everyone’s invited.

our approach to flexible working

at dunnhumby, we value and respect difference and are committed to building an inclusive culture by creating an environment where you can balance a successful career with your commitments and interests outside of work.

we believe that you will do your best at work if you have a work / life balance. some roles lend themselves to flexible options more than others, so if this is important to you please raise this with your recruiter, as we are open to discussing agile working opportunities during the hiring process",data-engineer
280,_MhAK8h0zhkAAAAAAAAAAA==,Tesco,"we have an exciting opportunity for a systems engineer to join our data platforms team. our data platforms team focuses on solving complex business problems and developing products that can be deployed at scale to our customers. our work spans across multiple platforms that support business areas including stores, online, fulfilment, marketing and clubcard.

our core work involves designing and building the data platforms that will support the development of data products both internally and externally.

about the role

as a systems engineer for the data platforms team, you will be an integral part of tesco technology's data science and analytics team. you will have accountability for the engineering excellence of the data platform, evolving engineering practices to meet the changing demand. you use your technical breadth and depth to build and operate mission-critical systems at scale and inspiring engineering community you interact with.

you will need to identify, own, and ultimately drive projects for building, standardising, and improving our technical solutions in automation and integration, along with helping to up-skill the team through training and education initiatives.

you will be expected to help guide the roadmap for how best we deploy and operate platforms on behalf of technology, as well as playing an active part in continuing to build a fantastic and talented team!

you will be responsible for
• establishing and sharing standards for engineering excellence
• transforming the data platforms without impact to existing levels of service
• designing solutions that will operate at scale with high availability and automation
• building globally, ensuring consistency in approach throughout all our locations in the uk, europe and asia
• ensuring operational stability is balanced with engineering and roadmap delivery
• driving adoption of new tools and techniques, being able to understand their value and impact
• keeping technical skills up to date and keeping track of new technologies, industry trends, understanding how they might benefit the technology team and wider tesco

you will need
• track record of managing mission-critical, multi-data centre and hybrid environments with large-scale service in a global organisation.
• strong technical knowledge and troubleshooting skills with linux (centos/rhel/ubuntu).
• experience with automation tooling, including jenkins, github, terraform, ansible and infrastructure as code in general.
• experience working with azure is desirable
• adapt to ci/cd routines.
• substantial experience with docker, kubernetes, and rancher
• strong operations experience, including networking troubleshooting and common monitoring patterns; experience with prometheus, grafana and splunk.
• knowledge about networking technologies (tcp/ip, routing, dns, lbs, firewalls, network virtualization with nsx-t and azure).
• ability to develop and understand code, with any of the following languages: bash, python, go or java.
• a good understanding of both itil and agile processes.
• fundamental knowledge of vmware infrastructure is desirable.
• to keep up to date with the latest trends and developments in devops tools and processes
• strong communication skills with the ability to relay technical content to colleagues of varying backgrounds, at all levels of seniority
• strong written communication skills and a desire to produce accurate, comprehensible documentation
• ability to interpret, discuss, and contribute to architecture and solution designs, considering security and effective operation
• good understanding of object storage technologies, such as ceph s3 and azure blob storage.
• experience using and contributing to the open-source community and best practices of using it within an enterprise environment",data-engineer
281,PLKhpNE0A8oAAAAAAAAAAA==,Tesco,"job description:

the data team sit within a market leading pricing department and recently completed a major azure cloud migration programme, migrating the bi platform with a view to modernisation in the near future support developing sas based data warehouses, using your strong communication skills you will liaise with stakeholders at all levels of the organisation, delivering end to end data requests and ensuring single version of the truth across the whole organisation.

[ads1]
job responsibilities:
• understand and identify stakeholder data requests and develop or recommend solutions to meet requirements
• liaising with internal stakeholders regularly to ensure assistance is given in understanding data & bi for improving business performance or operations
• identify and monitor associated data & bi risks and report any business impact with recommended solutions to the data engineering manager
• responsible for supporting all aspects of data such as solution development, quality security,
• management, architecture, availability and performance
• produce regular business performance bi for analysis, executive and governance purposes in a consistent, accurate and timely manner.
• responsible for processing data & bi requests for internal and external stakeholders in a timely manner whilst ensuring data accuracy and audits are not compromised.
• ensure data reporting and manipulation are compliant with internal policies, maintaining all documentation and data definition schedules where appropriate

job requirements:
• strong communication skills (both verbal and written) with non-technical internal colleagues
• demonstrate a ‘can do’ attitude with a desire to thrive in a dynamic and fast paced environment
• in-depth knowledge of microsoft office (particularly excel)
• some knowledge of sql is essential
• able to demonstrate sound attention to detail, ensuring any output is accurate before being passed onto the wider business
• ability to analyse and interpret data with good investigative and analytical skills and make recommendations
• experience developing and maintaining strong working relationships
• proven organisation skills with the ability to work with tight deadlines

job details:

company: tesco

vacancy type: full time

job location: reigate, england, uk

application deadline: n/a

[ads2]

apply here

jobriton.com",data-engineer
282,Q0a305ggG2YAAAAAAAAAAA==,Asos,"job description:

as principal big data engineer your goal is to make engineering – and our engineers – better, every day. you support multiple big data engineering teams at asos and are responsible the big data engineering capabilities across asos. you are approachable, collaborative and you actively nurture a diverse and inclusive culture and team environment. this year we are setting up a new tech hub in belfast, where you will help to bring three new teams on board.

[ads1]
job responsibilities:
• you are a seasoned big data engineer with a depth of practical knowledge in guiding big data engineering teams through the full delivery lifecycle.
• you are passionate about mentoring and developing others and have a breadth of exposure to data engineering and architecture. experience of transitioning an organisation to a data mesh operating model would be valuable.
• you have many years of professional experience in distributed data processing using industry standard big data frameworks, storage, data orchestration and data streaming technologies within a cloud environment.
• you take pride in being considered a ‘go-to’ technical authority with deep knowledge and skills. you are happy to help teams and team members to deliver great software, whether through general advice and guidance, hands-on coaching, working through technical designs or as a point of escalation if required.
• you follow good software crafting approaches, with a security and operational readiness mindset.
• we use automated, repeatable ci/cd pipelines to deploy safely right through to production, and infrastructure as code is standard practice in our teams.

job details:

company: asos

vacancy type: full time

job location: london, england, uk

application deadline: n/a

[ads2]

apply here

jobriton.com",data-engineer
283,l7oQsBFrRf0AAAAAAAAAAA==,ASOS,"company description

we're asos. we blend our flair for fashion with our love of cutting- edge technology, but more importantly were interested in how we can bring the best out of you.

we exist to give people the confidence to be whoever they want to be, and that goes for our people too. at asos, you're free to be your true self without judgment, and channel your creativity into a platform used by millions.

job description

asos technology is going through an exciting period of transition and major investment. - this includes a number of strategic programmes to deliver the amazing technology and business solutions to support our ambitious global growth plans.

asos is a unique and forward-thinking company which understands the opportunities data and technology has on driving the business forward. the digital data engineering team is responsible for providing high quality, scalable data solutions across the asos digital domain, advocating best practices, modern technologies and educating development teams.

as a data engineer, you'll be hands-on delivering business critical projects and processes, helping the digital platforms to fully take advantage of their data while ensuring continuous product improvement, best practices usage and ongoing development of engineers through coaching, mentoring, and pairing. from problem solving to new concept ideas, you have the genuine opportunity to unleash your full potential and creativity on a variety of asos data engineering projects.

what you'll be doing:
• implementing high-quality solutions based on the microsoft azure data platform.?
• supporting development work. this ranges from pairing with team members and assisting them in completing data related stories to guiding them on how to make sense of their telemetry and investigate issues or perform code reviews for critical code before deploying it.
• creating proof of concepts. this includes discovering and developing new ways of using our data and presenting the results to the tech domain, but also feasibility testing (performance, data modelling, costs, etc) of different solutions and architectural designs to decide on the best approach for its implementation.
• working with engineering team leads, lead data engineers and solution architects to set and maintain standards and development practices that promote high delivery cadence without impeding robust, scalable, and quality solutions.
• ensuring that solutions are built to the highest standard in a way that favours a simple and maintainable approach over a complex one, is tested at every step on the path to production, using the appropriate tools and practices, is deployable using automated tooling only, and is suitably instrumented to meet core operational and business monitoring needs.?
• working with an agile, cross functional team, taking responsibility for the engineering team deliverables and quality.
• keep up to date with emerging data technologies and industry trends with a view to bringing business value through early adoption.

#li-lc3
qualifications

what you will need:we're looking to meet experienced data engineers who live and breathe data, who seek to take this best practice and use it in a dynamic environment while making waves in the industry.
• good analytical and problem-solving skills.
• broad expertise in the delivery of data solutions.
• excellent communication skills and a diplomatic nature.
• highly collaborative and open working style.
• commitment to provide a high level of customer service to internal and external users.
• proven experience in the successful delivery and ongoing maintenance of complex, high volume, high performing, and high-quality software systems.
• experience of implementing/supporting cloud-based solutions.
• in-depth knowledge in most of the following technologies:
• azure data related technologies such as azure cosmos db, azure sql database, and azure data factory.
• c#, f# or any other object-oriented programming language.
• azure databricks (and/or apache spark).
• expertise with microstrategy, power bi, or another major end-user reporting and/or visualisation platform.
• broad knowledge of using ci/cd create workflows to automatically build, test, publish, release, and deploy code using tools such as azure devops, github actions, and distributed version control tools such as git.
• understanding of cloud and?on-premises?infrastructure concerns.
• agile development background (scrum and/ or kanban).
nice to have skills:
• understanding of big data technologies (spark, synapse, etc).
• experience in retail and/or e-commerce.
• other programming languages: powershell, python, scala.
• experience of all the phases of the software development.
• lifecycle (sdlc) and knowledge about dataops best practices.
• team development and mentoring skills.

additional information

what's in it for you?
• competitive salary, pension, and private medical care scheme
• performance related bonus
• flex benefits allowance - which you can chose to take as extra cash, or use towards other benefits
• 25 days paid annual leave + an extra day for your birthday
• employee discount (hello asos discount!)
• tech develops - our internal tech focussed skills development programme to focus on your personal growth as a technologist
• opportunity to represent asos at industry leading events
• opportunity to help shape and drive our de&i initiatives in tech (like our wit movement and diversity mentoring in tech)
• opportunity to make an impact from day one and work with the latest in cutting edge of technology
we want our people to be whoever they want to be. that's why we're committed to creating a truly inclusive culture at asos, but how're we doing it?through our fashion with integrity strategy we are driving diversity, equity and inclusion across every aspect of asos and ensuring every asoser can be their authentic self at work. we want our people to be whoever they want to be, because we believe people who bring their best selves to work, do their best work. we're proud members of inclusive companies, are disability confident committed and have signed the business in the community race at work charter. we've also recently been placed 8th in the inclusive top 50 companies employer list too.there are safe space employee networks and we host a monthly dei events series to help support and celebrate all of our people. we are constantly listening to our people, evolving, changing and taking a flexible approach to how we make asos truly inclusive",data-engineer
284,yJHJ8BjgJNwAAAAAAAAAAA==,ASOS,"company description

we're asos. we blend our flair for fashion with our love of cutting- edge technology, but more importantly were interested in how we can bring the best out of you.

we exist to give people the confidence to be whoever they want to be, and that goes for our people too. at asos, you're free to be your true self without judgment, and channel your creativity into a platform used by millions.

job description

we're extremely ambitious and thrive on the individuality of our amazing employees. our values encompass everything needed for our tech people to be the thought leaders of tomorrow.

we are building the next generation big data infrastructure which will ingest and serve massive amounts of data for complex real-time processing, leveraging the latest and most cutting-edge technologies at web-scale

as principal big data engineer your goal is to make engineering - and our engineers - better, every day. you support multiple big data engineering teams at asos and are responsible the big data engineering capabilities across asos. you are approachable, collaborative and you actively nurture a diverse and inclusive culture and team environment. this year we are setting up a new tech hub in belfast, where you will help to bring three new teams on board.

whilst reporting into the head of engineering, you will be aligned primarily to the ai team and to other teams as the need arises. working closely with data and machine learning scientists, product managers, architects, big data and machine learning engineers, and senior leadership, you will work with the teams to deliver and support state-of-the-art, azure-based data infrastructure and etl pipelines supporting ml & data science initiatives.

you contribute to the overall data strategy and drive strategic big data initiatives. you bring engineering leadership as we evolve our big data platform and we transition to a data mesh architecture and help manage the operations and tech debt of the platform and data product teams.

you work closely with the platform and data product teams to refine their existing development practices, processes, and technologies, as well as explore new ones. you help them to overcome complex technical hurdles and if needed you will join a team to work on stories and code alongside them. you also work closely with your peers in the principal engineering team, to share your innovations and initiatives across tech and to support others doing the same.

#li-lc3
qualifications

about you
• you are a seasoned big data engineer with a depth of practical knowledge in guiding big data engineering teams through the full delivery lifecycle. you are passionate about mentoring and developing others and have a breadth of exposure to data engineering and architecture. experience of transitioning an organisation to a data mesh operating model would be valuable.
• you have many years of professional experience in distributed data processing using industry standard big data frameworks, storage, data orchestration and data streaming technologies within a cloud environment. we use microsoft azure but transferable knowledge of other cloud providers is fine. you have expert level programming skills in at least one of python or scala.
• you take pride in being considered a 'go-to' technical authority with deep knowledge and skills. you are happy to help teams and team members to deliver great software, whether through general advice and guidance, hands-on coaching, working through technical designs or as a point of escalation if required.
• you follow good software crafting approaches, with a security and operational readiness mindset. we use automated, repeatable ci/cd pipelines to deploy safely right through to production, and infrastructure as code is standard practice in our teams.

additional information

what's in it for you?
• competitive salary, pension, and private medical care scheme
• performance related bonus
• flex benefits allowance - which you can chose to take as extra cash, or use towards other benefits
• 25 days paid annual leave + an extra day for your birthday
• employee discount (hello asos discount!)
• tech develops - our internal tech focussed skills development programme to focus on your personal growth as a technologist
• opportunity to represent asos at industry leading events
• opportunity to help shape and drive our de&i initiatives in tech (like our wit movement and diversity mentoring in tech)
• opportunity to make an impact from day one and work with the latest in cutting edge of technology
we want our people to be whoever they want to be. that's why we're committed to creating a truly inclusive culture at asos, but how're we doing it?through our fashion with integrity strategy we are driving diversity, equity and inclusion across every aspect of asos and ensuring every asoser can be their authentic self at work. we want our people to be whoever they want to be, because we believe people who bring their best selves to work, do their best work. we're proud members of inclusive companies, are disability confident committed and have signed the business in the community race at work charter. we've also recently been placed 8th in the inclusive top 50 companies employer list too.there are safe space employee networks and we host a monthly dei events series to help support and celebrate all of our people. we are constantly listening to our people, evolving, changing and taking a flexible approach to how we make asos truly inclusive",data-engineer
285,6rBOVecF24UAAAAAAAAAAA==,ASOS.com,"company description

we're asos. we blend our flair for fashion with our love of cutting- edge technology, but more importantly were interested in how we can bring the best out of you.

we exist to give people the confidence to be whoever they want to be, and that goes for our people too. at asos, you're free to be your true self without judgment, and channel your creativity into a platform used by millions.

job description

we're extremely ambitious and thrive on the individuality of our amazing employees. our values encompass everything needed for our tech people to be the thought leaders of tomorrow.

we are building the next generation big data infrastructure which will ingest and serve massive amounts of data for complex real-time processing, leveraging the latest and most cutting-edge technologies at web-scale

as principal big data engineer your goal is to make engineering - and our engineers - better, every day. you support multiple big data engineering teams at asos and are responsible the big data engineering capabilities across asos. you are approachable, collaborative and you actively nurture a diverse and inclusive culture and team environment. this year we are setting up a new tech hub in belfast, where you will help to bring three new teams on board.

whilst reporting into the head of engineering, you will be aligned primarily to the ai team and to other teams as the need arises. working closely with data and machine learning scientists, product managers, architects, big data and machine learning engineers, and senior leadership, you will work with the teams to deliver and support state-of-the-art, azure-based data infrastructure and etl pipelines supporting ml & data science initiatives.

you contribute to the overall data strategy and drive strategic big data initiatives. you bring engineering leadership as we evolve our big data platform and we transition to a data mesh architecture and help manage the operations and tech debt of the platform and data product teams.

you work closely with the platform and data product teams to refine their existing development practices, processes, and technologies, as well as explore new ones. you help them to overcome complex technical hurdles and if needed you will join a team to work on stories and code alongside them. you also work closely with your peers in the principal engineering team, to share your innovations and initiatives across tech and to support others doing the same.

about you

qualifications
• you are a seasoned big data engineer with a depth of practical knowledge in guiding big data engineering teams through the full delivery lifecycle. you are passionate about mentoring and developing others and have a breadth of exposure to data engineering and architecture. experience of transitioning an organisation to a data mesh operating model would be valuable.
• you have many years of professional experience in distributed data processing using industry standard big data frameworks, storage, data orchestration and data streaming technologies within a cloud environment. we use microsoft azure but transferable knowledge of other cloud providers is fine. you have expert level programming skills in at least one of python or scala.
• you take pride in being considered a 'go-to' technical authority with deep knowledge and skills. you are happy to help teams and team members to deliver great software, whether through general advice and guidance, hands-on coaching, working through technical designs or as a point of escalation if required.
• you follow good software crafting approaches, with a security and operational readiness mindset. we use automated, repeatable ci/cd pipelines to deploy safely right through to production, and infrastructure as code is standard practice in our teams.

additional information

what's in it for you?
• competitive salary, pension, and private medical care scheme
• performance related bonus
• flex benefits allowance - which you can chose to take as extra cash, or use towards other benefits
• 25 days paid annual leave + an extra day for your birthday
• employee discount (hello asos discount!)
• tech develops - our internal tech focussed skills development programme to focus on your personal growth as a technologist
• opportunity to represent asos at industry leading events
• opportunity to help shape and drive our de&i initiatives in tech (like our wit movement and diversity mentoring in tech)
• opportunity to make an impact from day one and work with the latest in cutting edge of technology

we want our people to be whoever they want to be. that’s why we’re committed to creating a truly inclusive culture at asos, but how’re we doing it?

through our fashion with integrity strategy we are driving diversity, equity and inclusion across every aspect of asos and ensuring every asoser can be their authentic self at work. we want our people to be whoever they want to be, because we believe people who bring their best selves to work, do their best work.

we’re proud members of inclusive companies, are disability confident committed and have signed the business in the community race at work charter. we’ve also recently been placed 8th in the inclusive top 50 companies employer list too.

there are safe space employee networks and we host a monthly dei events series to help support and celebrate all of our people. we are constantly listening to our people, evolving, changing and taking a flexible approach to how we make asos truly inclusive",data-engineer
286,5ZqFqpQqA6EAAAAAAAAAAA==,ASOS.com,"company description

we're asos. we blend our flair for fashion with our love of cutting- edge technology, but more importantly were interested in how we can bring the best out of you.

we exist to give people the confidence to be whoever they want to be, and that goes for our people too. at asos, you're free to be your true self without judgment, and channel your creativity into a platform used by millions.

job description

asos technology is going through an exciting period of transition and major investment. - this includes a number of strategic programmes to deliver the amazing technology and business solutions to support our ambitious global growth plans.

asos is a unique and forward-thinking company which understands the opportunities data and technology has on driving the business forward. the digital data engineering team is responsible for providing high quality, scalable data solutions across the asos digital domain, advocating best practices, modern technologies and educating development teams.

as a data engineer, you'll be hands-on delivering business critical projects and processes, helping the digital platforms to fully take advantage of their data while ensuring continuous product improvement, best practices usage and ongoing development of engineers through coaching, mentoring, and pairing. from problem solving to new concept ideas, you have the genuine opportunity to unleash your full potential and creativity on a variety of asos data engineering projects.

what you'll be doing:
• implementing high-quality solutions based on the microsoft azure data platform.?
• supporting development work. this ranges from pairing with team members and assisting them in completing data related stories to guiding them on how to make sense of their telemetry and investigate issues or perform code reviews for critical code before deploying it.
• creating proof of concepts. this includes discovering and developing new ways of using our data and presenting the results to the tech domain, but also feasibility testing (performance, data modelling, costs, etc) of different solutions and architectural designs to decide on the best approach for its implementation.
• working with engineering team leads, lead data engineers and solution architects to set and maintain standards and development practices that promote high delivery cadence without impeding robust, scalable, and quality solutions.
• ensuring that solutions are built to the highest standard in a way that favours a simple and maintainable approach over a complex one, is tested at every step on the path to production, using the appropriate tools and practices, is deployable using automated tooling only, and is suitably instrumented to meet core operational and business monitoring needs.?
• working with an agile, cross functional team, taking responsibility for the engineering team deliverables and quality.
• keep up to date with emerging data technologies and industry trends with a view to bringing business value through early adoption.

qualifications

what you will need:

we're looking to meet experienced data engineers who live and breathe data, who seek to take this best practice and use it in a dynamic environment while making waves in the industry.
• good analytical and problem-solving skills.
• broad expertise in the delivery of data solutions.
• excellent communication skills and a diplomatic nature.
• highly collaborative and open working style.
• commitment to provide a high level of customer service to internal and external users.
• proven experience in the successful delivery and ongoing maintenance of complex, high volume, high performing, and high-quality software systems.
• experience of implementing/supporting cloud-based solutions.
• in-depth knowledge in most of the following technologies:
• azure data related technologies such as azure cosmos db, azure sql database, and azure data factory.
• c#, f# or any other object-oriented programming language.
• azure databricks (and/or apache spark).
• expertise with microstrategy, power bi, or another major end-user reporting and/or visualisation platform.
• broad knowledge of using ci/cd create workflows to automatically build, test, publish, release, and deploy code using tools such as azure devops, github actions, and distributed version control tools such as git.
• understanding of cloud and?on-premises?infrastructure concerns.
• agile development background (scrum and/ or kanban).

nice to have skills:
• understanding of big data technologies (spark, synapse, etc).
• experience in retail and/or e-commerce.
• other programming languages: powershell, python, scala.
• experience of all the phases of the software development.
• lifecycle (sdlc) and knowledge about dataops best practices.
• team development and mentoring skills.

additional information

what's in it for you?
• competitive salary, pension, and private medical care scheme
• performance related bonus
• flex benefits allowance - which you can chose to take as extra cash, or use towards other benefits
• 25 days paid annual leave + an extra day for your birthday
• employee discount (hello asos discount!)
• tech develops - our internal tech focussed skills development programme to focus on your personal growth as a technologist
• opportunity to represent asos at industry leading events
• opportunity to help shape and drive our de&i initiatives in tech (like our wit movement and diversity mentoring in tech)
• opportunity to make an impact from day one and work with the latest in cutting edge of technology

we want our people to be whoever they want to be. that’s why we’re committed to creating a truly inclusive culture at asos, but how’re we doing it?

through our fashion with integrity strategy we are driving diversity, equity and inclusion across every aspect of asos and ensuring every asoser can be their authentic self at work. we want our people to be whoever they want to be, because we believe people who bring their best selves to work, do their best work.

we’re proud members of inclusive companies, are disability confident committed and have signed the business in the community race at work charter. we’ve also recently been placed 8th in the inclusive top 50 companies employer list too.

there are safe space employee networks and we host a monthly dei events series to help support and celebrate all of our people. we are constantly listening to our people, evolving, changing and taking a flexible approach to how we make asos truly inclusive",data-engineer
