land_size_sqm,house_size_sqm,no_of_rooms,no_of_bathrooms,large_living_room,parking_space,front_garden,swimming_pool,distance_to_school_km,wall_fence,house_age_or_renovated,water_front,distance_to_supermarket_km,property_value
230,196,4,3,1,1,1,1,1.8,1,14,0,5.2,213783
219,187,4,5,0,1,1,0,6.6,1,9,0,2.1,182795
307,302,6,6,1,1,1,1,3.8,1,14,0,1.4,268428
240,240,4,2,1,0,1,0,6.3,1,21,0,3.1,182761
239,221,4,3,1,1,1,1,1.2,0,7,0,2.9,202116
290,258,4,3,1,1,0,1,0.6,1,11,0,0.5,262359
177,156,2,1,0,0,1,0,2.2,0,16,0,1.2,132127
175,167,3,1,1,1,0,0,5.4,1,15,0,3.3,143317
210,208,4,2,1,0,1,1,0.7,1,14,0,5.6,187626
255,246,4,2,1,1,0,0,4.9,1,20,1,5.7,220235
235,221,3,1,1,1,0,1,0.5,0,19,0,5.8,191773
185,175,3,1,1,0,0,1,3.1,1,14,0,2.3,165779
210,185,4,2,0,1,1,1,2.2,1,13,0,1.7,195982
232,223,4,3,1,1,1,1,5.7,1,16,0,5.2,207996
536,490,7,5,1,1,1,1,5.4,1,19,0,3.9,425697
166,165,2,2,0,0,0,1,3.4,0,14,0,4.5,129682
134,115,2,1,1,1,0,0,3.4,0,22,0,5.5,98972
308,263,4,2,1,1,1,1,0.3,1,5,0,3.3,281576
240,220,5,4,1,1,1,1,4.3,1,10,0,0.7,222298
289,252,4,2,1,1,0,0,3.1,1,2,1,6.9,255694
136,124,1,2,1,1,1,0,0.9,0,7,1,1.1,144493
255,222,5,5,1,1,1,1,3.9,1,2,0,1.7,244068
200,184,4,3,1,1,1,1,1.9,1,1,0,4.3,202200
213,198,4,5,1,1,1,0,3.9,1,18,0,0.7,182084
276,249,4,2,1,1,1,1,0.7,1,10,0,1.1,262299
289,247,4,4,1,1,1,1,4.9,1,14,0,0.1,259189
309,290,5,4,1,1,1,1,6.4,1,18,0,6.1,261779
220,204,3,3,1,1,0,0,1.2,1,5,0,6.3,188781
249,248,5,4,1,1,1,1,0.6,1,3,0,0.4,238639
123,120,1,1,1,0,0,0,4.2,1,8,0,1.1,104674
104,89,1,2,0,0,1,0,2.4,0,16,0,3.1,90520
221,197,3,3,0,0,1,0,1.1,0,18,0,1.3,167270
302,287,4,5,0,1,0,1,3.1,1,16,0,3.7,244959
196,187,3,3,1,0,1,0,6.3,0,2,0,2.5,147788
431,413,7,5,1,1,1,1,0.7,1,21,0,3.5,355405
205,203,4,3,1,1,0,1,2.1,0,1,0,4.9,177194
111,104,1,1,1,1,1,0,5.9,0,17,0,2.9,87008
233,200,3,4,1,1,1,0,6.9,1,19,0,5.7,192496
298,290,4,3,1,1,1,1,2.2,1,2,0,1.2,270639
314,303,6,4,0,1,1,1,4.6,1,4,1,2.4,302821
164,145,3,2,1,1,0,1,5.6,0,10,0,6.3,135828
135,119,1,2,1,0,0,0,4.4,0,19,0,3.1,91987
232,198,5,4,1,1,1,1,3.3,1,20,0,6.8,206594
201,183,4,5,1,1,1,1,6.2,1,18,0,5.9,177769
468,434,6,6,1,1,1,0,3.8,1,3,0,6.9,370236
132,124,1,2,0,0,0,0,4.7,0,7,0,2.3,96554
177,170,2,1,0,1,1,0,6.2,0,2,0,2.7,135864
123,123,2,1,0,0,0,1,3.5,1,12,0,3.8,111165
159,151,2,3,1,1,0,0,6.8,0,17,0,1.1,116168
622,584,8,9,1,1,1,1,5.3,1,16,0,5.4,474704
174,163,3,4,0,0,1,0,2.4,1,18,0,1.8,147200
267,251,4,5,1,1,1,1,2.1,0,13,1,6.2,251298
236,207,4,3,1,1,1,1,5.1,1,8,0,4.2,218003
224,200,3,4,1,0,1,0,2.7,0,7,0,0.4,174667
120,108,1,1,1,1,0,0,6.5,0,20,0,3.9,89310
280,276,4,3,1,1,1,1,3.7,1,22,0,2.7,235915
527,458,7,6,1,1,1,1,6.9,0,13,0,1.1,371788
159,147,3,1,0,1,1,0,4.9,0,14,0,6.6,122207
230,205,4,2,1,1,1,1,1.5,1,6,0,5.2,219642
222,210,3,3,0,1,0,1,1.4,0,6,0,2.5,182855
225,210,4,4,1,1,0,1,1.6,1,16,0,1.5,207367
110,105,1,1,0,0,0,0,1.6,1,22,0,5.2,92215
280,265,4,2,1,1,1,0,6.8,1,21,0,0.8,220530
148,127,1,1,1,1,0,0,1.6,0,2,0,2.2,120304
315,302,5,3,1,1,1,1,3.9,1,16,0,2.9,269831
112,101,1,1,1,1,0,0,3.3,1,11,0,6.6,97386
130,112,2,1,1,1,0,0,1.9,0,12,0,5.5,105668
219,201,4,2,1,1,1,1,2.3,1,11,0,2.1,209882
192,185,4,5,1,1,1,1,3.5,1,11,0,6.8,173352
126,119,1,2,1,0,0,0,5.8,0,6,0,6.7,87752
289,263,4,2,0,1,1,1,6.2,1,3,0,5.7,253090
322,318,5,5,1,0,1,1,2.7,1,1,0,2.7,267803
165,157,2,1,1,0,0,0,0.9,0,14,0,1.8,136592
339,297,6,7,1,1,1,1,1.4,1,8,0,4.9,302962
190,165,3,4,1,1,0,0,2.3,0,10,0,4.6,145450
257,239,4,2,0,1,1,1,4.5,1,13,0,5.5,222021
198,189,4,3,1,1,1,0,6.9,1,19,0,3.1,156577
273,271,4,3,1,1,1,1,6.9,1,15,0,5.9,224195
279,267,4,2,1,1,1,1,4.1,1,4,0,3.1,248461
148,132,1,1,1,1,0,0,3.7,0,11,0,5.2,111854
167,157,2,3,1,0,0,1,1.6,0,11,0,6.6,140087
209,197,3,4,0,1,0,0,3.6,0,6,0,6.5,148286
210,198,3,3,0,1,1,0,6.5,0,15,0,5.6,148627
347,315,5,3,1,1,1,1,0.9,1,14,0,0.7,309875
143,138,1,2,0,0,1,0,1.2,0,21,0,4.9,104940
151,150,2,1,0,0,0,0,6.5,0,4,0,5.8,109127
214,208,4,2,1,1,1,1,6.7,1,22,0,2.7,183817
309,285,4,2,1,1,0,1,0.2,1,21,0,2.6,271978
216,214,3,4,1,0,0,0,1.5,1,7,0,4.5,180669
156,136,3,2,0,1,1,0,3.3,1,16,0,4.9,139032
253,222,4,2,0,1,1,1,6.5,1,5,0,4.6,223191
113,109,1,1,0,0,1,0,0.4,0,2,0,6.8,102134
151,150,3,2,1,0,1,0,6.6,0,19,0,2.8,107440
103,91,1,1,1,0,1,0,5.3,0,1,0,2.5,84676
108,106,1,1,1,0,0,0,2.4,0,17,0,3.9,84680
195,194,4,3,1,1,1,1,4.8,1,22,0,4.4,175489
280,261,4,2,1,1,1,1,0.6,1,10,1,0.9,287218
193,192,4,3,1,1,1,1,1.2,1,2,0,1.1,189757
277,253,4,5,1,1,1,1,4.1,1,6,0,3.3,245176
105,95,1,1,1,0,0,0,3.1,0,17,0,4.4,78321
310,300,5,4,1,1,1,1,6.9,1,1,0,0.1,277010
324,318,6,4,1,1,1,1,0.9,1,19,0,2.8,286722
334,325,6,4,1,1,1,1,4.7,1,7,0,2.8,280824
484,460,7,8,1,1,1,1,4.9,1,6,0,6.7,407141
135,135,1,1,0,0,0,0,6.6,0,7,0,0.4,103782
235,223,3,3,0,1,1,0,0.2,0,13,0,4.2,191465
189,176,3,1,1,0,0,0,5.5,0,2,0,0.9,138109
228,204,4,5,1,1,1,1,2.3,1,3,0,4.5,215681
196,169,3,2,0,0,1,0,4.7,0,22,0,6.4,134361
268,265,4,2,1,0,1,0,0.5,1,11,0,6.6,222612
237,203,4,3,1,1,1,1,3.2,1,9,0,0.9,225103
207,178,4,2,1,1,1,1,2.6,1,3,0,1.1,209300
285,245,4,4,0,1,0,1,2.4,1,13,0,3.5,234081
303,263,4,2,0,1,0,1,3.7,1,2,0,1.7,263001
242,235,5,4,0,1,1,1,0.4,1,3,0,0.8,240071
289,283,4,2,1,1,1,0,6.7,1,12,0,0.7,233518
136,127,1,1,0,1,0,0,3.1,0,16,0,0.4,109964
152,145,3,1,1,0,0,1,6.3,0,15,0,0.4,128500
205,200,4,2,1,1,1,1,4.3,0,1,0,0.7,184396
308,263,5,5,1,1,1,1,3.6,1,3,0,3.6,276116
472,464,8,7,1,1,1,1,2.9,1,1,0,1.9,398975
190,173,4,2,1,1,0,1,1.1,1,5,0,3.3,177700
500,456,7,4,1,1,1,1,3.6,1,15,0,2.6,400605
154,134,3,2,1,1,0,1,0.6,0,10,0,3.1,144710
227,194,3,2,1,1,1,0,5.7,0,10,0,5.9,171276
237,216,4,4,1,1,1,1,2.3,1,22,0,1.9,212376
265,256,5,3,1,1,1,1,3.3,1,13,0,6.8,233450
173,150,2,1,0,1,0,0,0.3,1,2,0,3.7,159654
163,156,2,3,0,1,0,1,6.4,0,6,0,4.5,138988
433,390,7,7,1,1,1,1,6.4,1,21,0,0.8,353081
157,151,3,1,1,0,0,0,3.6,1,12,0,5.1,126154
417,358,6,4,1,1,1,1,0.9,1,12,1,1.2,401837
132,120,2,1,0,1,0,0,0.7,0,17,0,3.9,108034
106,104,1,1,1,0,0,0,2.9,0,20,0,0.1,87105
129,123,1,1,0,0,0,0,3.4,1,16,0,1.2,105717
182,173,3,3,1,0,0,1,5.1,0,16,0,1.6,146025
268,240,4,2,1,1,0,1,5.9,0,12,0,2.2,204976
262,225,4,3,1,1,1,1,5.3,1,7,1,6.7,257178
406,400,6,5,1,1,1,1,0.3,1,20,0,4.1,345129
781,727,8,9,1,1,1,1,4.2,1,5,0,4.1,609592
214,202,3,4,1,1,0,1,4.2,0,21,0,1.5,169438
345,319,5,5,1,1,1,1,5.6,0,15,0,4.3,260455
796,692,8,9,1,1,1,1,0.3,1,16,0,5.3,621041
457,429,6,4,1,1,1,1,6.8,1,22,1,3.4,403676
300,286,6,6,1,1,1,1,5.5,1,3,0,4.6,271552
117,114,1,2,0,0,0,0,2.6,0,8,0,4.3,89561
215,210,3,2,1,0,0,1,1.4,1,18,0,3.1,186597
224,217,3,4,0,0,0,1,4.6,1,20,0,2.4,184402
282,253,4,4,1,1,1,0,1.5,0,2,0,0.9,226284
213,213,4,5,1,0,0,1,1.6,1,1,0,6.7,195929
357,339,5,5,1,1,1,1,5.7,1,18,0,2.5,288691
349,345,5,3,1,0,1,1,4.6,1,5,0,6.9,291118
293,272,5,5,1,1,1,1,0.4,1,1,0,4.5,272031
462,442,7,6,1,1,1,1,4.9,1,16,1,6.5,420005
146,146,2,1,0,0,0,1,3.7,0,4,1,5.5,134936
302,285,5,5,1,1,1,1,5.4,1,6,0,4.9,261205
312,298,5,3,1,1,1,1,1.6,1,7,0,5.3,278719
152,149,3,3,1,0,0,1,2.3,0,21,0,0.5,137788
284,261,4,2,1,1,1,0,2.3,0,8,0,0.2,227385
284,254,4,5,1,1,1,1,1.8,0,16,0,2.7,226469
211,203,3,1,0,1,0,0,5.5,1,3,0,2.7,167753
493,480,7,4,1,1,1,1,4.3,1,21,0,3.7,380174
295,272,4,5,1,1,1,1,2.4,1,5,0,5.3,270302
243,237,4,4,0,1,1,1,3.1,1,18,0,1.4,212084
296,283,4,2,1,1,1,0,6.1,1,22,0,4.1,225493
144,129,1,1,0,0,0,0,6.8,1,18,0,6.6,102250
244,235,4,5,1,1,0,1,5.2,1,22,0,2.1,203334
231,199,5,3,1,1,0,1,2.1,1,7,0,1.9,214028
311,286,5,5,1,1,1,1,0.1,1,9,0,3.3,293398
237,225,4,4,1,1,1,1,1.6,1,13,0,0.4,220311
232,209,3,3,1,1,0,0,3.7,1,22,0,2.1,186370
413,374,6,7,1,1,1,1,2.3,1,7,0,6.8,346494
177,172,3,2,1,0,0,1,6.8,0,20,0,4.5,130458
256,244,4,3,1,1,1,1,6.1,1,3,1,6.8,248849
300,277,4,5,0,1,1,1,4.6,0,7,0,2.5,243405
118,113,1,2,1,0,0,0,6.5,0,3,1,5.6,94203
187,177,3,2,0,0,0,0,2.6,1,1,0,5.3,148758
283,261,4,4,1,1,1,1,3.2,1,12,0,6.4,245218
320,309,5,3,1,1,1,0,0.5,1,4,0,2.3,272912
410,373,6,5,1,1,1,1,1.1,1,8,0,0.2,352185
308,272,4,4,1,1,1,0,0.3,1,5,0,1.7,276691
169,152,3,2,0,1,0,1,1.9,0,11,0,3.5,148382
353,304,6,4,1,1,1,1,1.8,1,11,0,2.1,306568
131,117,1,1,0,0,0,0,6.2,0,1,0,4.9,90583
299,275,4,3,0,1,1,1,1.3,1,13,0,0.3,266138
499,487,7,7,1,1,1,1,0.1,1,15,0,4.7,410799
289,289,5,4,1,1,0,1,6.4,1,8,0,2.5,251428
205,194,4,2,0,1,0,1,4.7,0,1,0,5.8,168936
115,104,1,1,0,1,0,0,5.6,0,7,0,0.8,91478
156,136,3,3,1,0,1,0,5.4,1,1,0,6.1,138556
274,270,5,4,0,0,0,1,6.2,1,8,0,2.3,220823
140,122,1,1,0,0,0,0,0.3,0,9,0,0.4,118149
106,95,1,2,1,0,0,1,0.6,0,5,0,2.5,109534
140,136,2,1,0,0,0,1,1.6,0,3,0,1.4,123869
164,143,3,4,0,0,1,0,1.5,1,9,0,1.3,149261
303,262,5,4,1,1,1,1,6.8,1,21,0,2.6,259618
176,156,3,2,0,1,0,0,1.8,1,21,0,0.4,149517
160,148,2,1,0,0,0,0,3.8,0,9,0,6.8,111450
265,248,4,5,1,1,1,1,3.8,1,19,0,1.6,230162
273,254,5,2,1,1,1,1,4.6,1,2,0,2.6,236401
100,94,1,2,0,1,0,0,3.3,1,9,0,3.6,90440
179,165,2,2,1,1,1,0,4.2,0,6,0,3.2,143757
220,210,3,2,1,1,1,0,1.2,0,5,0,6.4,176992
295,281,4,5,0,1,1,1,3.3,1,18,0,2.9,253299
173,148,3,2,0,1,0,0,4.6,0,21,0,5.7,116808
313,301,5,5,1,1,1,1,1.1,1,19,0,1.1,275833
271,238,4,2,0,1,1,1,5.3,1,2,0,1.9,247112
273,254,5,5,1,1,1,1,0.3,1,17,0,1.8,254305
389,370,6,5,1,1,1,1,4.6,0,22,0,6.2,279272
222,212,4,2,1,1,0,0,0.6,0,9,0,2.6,173344
116,112,1,2,1,0,0,0,0.4,0,18,0,3.6,99559
278,270,4,4,0,1,0,0,1.3,1,8,0,0.3,235256
278,242,5,3,1,1,1,1,2.1,0,21,0,3.6,220678
144,133,2,2,0,1,0,0,4.6,0,10,0,2.7,105160
156,135,3,3,1,1,0,1,2.6,1,14,0,4.7,152112
591,512,7,7,1,1,1,1,6.1,1,3,0,4.3,496571
251,236,5,4,1,1,1,1,3.8,1,12,0,4.7,223031
154,150,3,1,1,0,0,0,6.4,1,2,0,6.2,121120
277,247,5,2,1,1,1,1,4.1,0,15,0,1.2,221044
263,243,4,3,1,1,1,0,6.6,0,15,0,3.9,185015
351,312,5,2,1,1,1,1,6.5,0,10,0,4.1,263251
332,298,5,4,1,1,1,1,5.6,1,11,0,5.9,280489
552,552,8,5,1,1,1,1,3.9,1,20,0,3.9,434413
163,162,3,3,1,0,0,0,1.3,1,21,0,0.5,141717
174,161,3,2,1,1,0,0,0.7,1,1,0,3.6,158676
255,226,4,5,1,1,1,1,0.7,1,6,0,5.8,243496
296,257,5,3,1,1,1,1,2.1,1,12,0,1.5,267643
229,227,4,5,1,0,1,0,0.9,1,14,0,4.9,191704
163,143,3,1,0,1,0,0,3.4,0,18,0,2.5,119702
191,179,3,1,0,0,0,0,0.2,0,14,0,2.6,148100
255,224,5,3,1,1,1,1,4.2,1,20,1,3.2,251077
304,270,5,2,1,1,1,0,0.5,1,19,1,6.6,278672
189,175,2,1,0,1,0,0,2.3,0,14,0,5.1,138057
241,218,4,5,1,1,1,0,0.1,1,15,0,2.4,214611
204,191,4,4,1,1,1,1,2.8,1,9,0,3.5,196662
190,183,4,4,1,1,1,1,3.2,1,13,0,5.1,176615
231,219,4,4,1,1,1,1,3.2,0,22,0,4.3,182286
170,152,2,2,0,1,0,1,2.3,0,14,0,4.9,140819
270,268,5,2,1,1,1,1,1.7,1,2,0,1.5,251862
168,158,2,2,1,1,0,0,5.3,0,13,0,2.3,121100
165,150,3,4,1,0,0,1,0.3,0,7,0,0.9,160116
304,288,4,3,1,1,0,1,0.1,1,15,0,3.7,265462
288,288,5,3,1,1,1,1,1.9,1,7,0,0.5,255648
215,196,4,3,1,1,1,0,4.4,1,21,0,3.4,178962
283,270,4,3,1,1,1,1,0.3,1,12,0,0.7,272846
320,293,5,5,1,1,1,1,4.5,1,19,0,2.2,263808
106,103,1,2,0,0,0,0,2.2,0,13,0,4.3,83149
171,165,3,3,1,1,0,0,1.5,1,19,0,1.2,150992
263,227,4,2,1,1,1,1,1.3,1,5,0,2.8,246794
223,216,4,2,1,1,1,1,4.8,1,15,0,3.3,197888
113,97,1,2,0,0,0,0,4.2,0,8,0,3.1,82620
136,128,2,3,0,0,0,0,6.4,0,17,0,3.1,92271
125,121,1,1,0,0,0,0,3.8,1,10,0,6.5,96614
144,126,1,2,0,1,0,0,4.8,0,5,0,3.6,108620
127,118,2,2,1,1,0,1,3.5,0,20,0,1.6,118449
182,158,3,1,1,1,1,0,2.7,1,8,0,1.7,170462
253,228,4,5,1,1,1,1,2.7,0,22,0,2.4,207919
219,219,3,1,1,0,1,0,4.1,1,20,0,5.3,168364
234,223,4,2,1,1,1,0,1.2,0,22,1,4.8,192482
225,193,3,1,1,1,0,0,5.8,1,20,0,4.6,171159
190,187,4,4,1,0,1,1,0.7,1,13,0,4.9,181508
193,168,4,4,1,1,1,1,1.2,1,12,0,0.6,194023
211,189,3,2,1,1,1,0,1.5,1,13,0,2.5,187335
375,341,6,6,1,1,1,1,0.5,1,14,0,1.1,321265
146,144,2,1,0,0,0,0,4.3,0,10,1,1.1,122317
314,284,5,5,0,1,1,0,1.3,1,19,0,5.7,246569
211,191,3,2,1,1,0,0,0.1,0,12,0,4.5,167477
221,196,4,3,1,1,1,1,1.6,1,18,0,2.7,208075
327,291,5,3,1,1,1,1,5.7,0,19,0,0.8,253062
139,125,2,3,0,1,1,0,6.6,1,13,0,2.8,124270
296,259,4,4,1,1,1,1,1.2,0,18,0,3.6,233204
221,201,4,2,1,1,1,1,2.1,0,3,0,0.7,201330
246,228,4,5,1,1,1,0,0.2,1,22,0,3.9,211610
220,203,4,5,1,1,0,0,5.4,1,8,0,3.1,178201
344,298,5,5,1,1,1,1,6.2,1,22,0,6.5,280805
366,362,6,5,1,1,1,1,1.5,1,1,0,3.1,325542
221,201,3,3,0,0,0,0,4.9,0,16,0,2.4,151510
230,197,3,1,1,1,0,0,1.6,1,17,0,4.5,188922
191,191,4,2,1,1,0,1,0.9,1,17,0,3.9,183608
532,487,7,7,1,1,1,1,6.9,1,20,0,6.6,413440
165,143,3,2,1,0,0,1,5.6,1,2,0,3.1,149476
401,345,6,7,1,1,1,1,6.3,1,18,1,1.1,378415
209,209,4,4,1,0,1,1,3.3,1,14,0,1.2,191704
248,241,5,3,1,1,0,1,2.7,1,3,1,6.6,248431
190,182,3,3,1,0,0,1,5.8,0,20,0,2.7,149261
237,213,5,4,1,1,1,1,3.1,1,18,0,1.1,212486
219,211,3,4,1,1,0,0,2.8,0,17,0,2.2,164290
254,219,4,5,1,1,1,1,6.7,1,12,0,0.6,231601
154,145,2,3,0,1,0,0,5.9,0,7,0,0.8,117415
255,225,4,3,1,1,1,1,3.9,0,20,0,4.1,199776
288,249,4,5,0,1,1,1,6.8,1,10,0,6.7,250454
188,173,2,3,0,1,0,0,5.4,0,14,0,3.8,132358
129,119,2,3,1,0,0,1,0.7,1,1,0,2.4,134219
201,190,3,4,1,1,0,1,1.4,1,14,0,5.6,186655
167,143,3,4,1,1,1,0,3.1,1,6,0,1.1,163164
187,166,3,1,0,1,0,0,0.8,0,3,0,2.1,146488
397,352,6,6,1,1,1,1,4.5,1,3,0,2.8,344120
186,182,3,4,1,0,0,0,0.8,1,11,0,3.3,160603
191,165,4,4,1,1,1,0,0.7,0,11,0,0.1,168177
336,292,5,4,0,1,1,1,1.8,1,19,0,6.5,275071
210,182,4,4,1,1,1,1,3.7,1,13,0,0.4,203754
207,202,3,1,1,0,1,0,2.1,0,1,0,0.2,165529
263,224,4,4,1,1,1,1,2.9,1,19,0,3.1,233102
215,210,3,1,1,0,1,0,5.5,0,9,0,0.9,154836
292,264,5,4,1,1,1,1,5.3,1,4,0,2.5,255949
220,198,4,2,0,1,0,1,3.7,1,18,0,5.7,186655
353,332,5,2,1,1,1,0,1.5,1,22,0,6.5,282277
131,123,2,3,0,1,0,0,0.6,0,16,0,3.7,111167
356,324,5,5,1,1,1,1,6.5,1,9,0,3.4,307379
274,237,4,3,1,1,1,1,6.3,1,8,0,0.7,255440
235,224,4,2,1,1,1,1,2.1,1,16,0,6.5,212966
341,311,5,5,1,1,1,1,4.3,1,15,0,2.4,287964
305,263,4,3,1,1,1,1,2.7,0,19,0,3.2,238021
128,128,1,1,0,0,0,0,0.4,0,13,0,3.7,107392
188,175,3,2,1,1,0,1,1.8,0,18,0,2.4,159707
155,154,3,3,1,0,0,0,2.5,0,5,0,1.5,122050
265,237,5,5,1,1,1,1,6.9,1,4,0,3.9,237086
257,222,4,4,0,1,1,1,1.7,1,3,0,0.8,245224
296,289,5,4,1,1,1,1,2.2,1,20,0,5.7,249809
230,230,4,4,1,0,0,1,2.7,1,17,1,6.9,223379
202,179,4,3,1,1,1,1,4.1,1,14,0,0.1,200199
416,363,7,6,1,1,1,1,5.1,1,16,0,6.8,337011
451,401,8,9,1,1,1,1,4.4,1,21,0,0.7,373718
226,218,3,2,1,0,1,0,4.4,0,12,0,5.5,159534
199,183,3,2,1,1,0,1,1.1,1,17,0,5.4,179348
572,461,8,6,1,1,1,1,2.9,1,6,0,3.2,463786
214,186,3,2,0,1,1,0,5.8,0,22,0,5.5,159930
255,241,5,4,1,1,1,1,1.2,1,6,0,5.2,240519
597,542,7,7,1,1,1,1,2.6,1,16,0,5.4,465387
296,259,4,4,0,1,1,1,0.5,0,13,0,2.7,247327
292,257,4,4,0,1,1,0,6.7,1,1,0,5.8,232987
149,135,2,1,0,1,0,0,4.5,0,12,0,5.3,109024
290,284,4,2,0,1,0,1,1.2,1,14,0,3.9,248325
291,267,4,2,1,1,1,0,3.1,1,20,0,2.8,234330
240,223,5,5,1,1,1,1,0.3,1,8,1,6.5,257607
232,232,5,5,1,1,1,1,3.2,1,12,0,1.9,212171
568,518,7,5,1,1,1,1,6.1,1,8,0,4.8,444274
255,230,5,4,1,1,1,1,2.9,1,1,1,4.6,256297
247,231,4,4,1,1,1,1,1.4,1,20,0,5.3,218254
231,221,3,2,0,0,0,0,4.7,1,9,0,2.1,171606
279,263,4,3,1,1,1,1,5.3,1,4,0,2.1,248190
339,326,5,5,1,1,1,1,3.1,1,3,0,0.5,295454
294,277,5,3,1,1,1,1,2.8,1,1,0,6.7,268865
223,205,3,2,1,0,1,0,3.2,0,15,0,0.1,174199
171,150,3,4,0,0,1,0,5.9,1,20,0,2.1,134779
285,284,4,4,1,1,1,1,2.5,1,15,1,3.2,272438
323,322,5,5,1,0,1,1,6.9,0,10,0,2.8,241248
238,217,4,5,1,1,1,1,2.8,0,2,0,2.9,205308
252,226,4,3,1,1,0,1,4.7,1,11,0,3.3,210649
324,278,5,3,1,1,0,0,6.6,1,12,0,6.6,246651
661,537,8,8,1,1,1,1,6.1,1,19,0,3.3,500302
280,246,4,2,1,1,1,1,5.9,1,4,0,4.3,255126
289,272,5,4,1,1,1,1,0.5,1,1,0,3.6,270714
237,232,3,4,0,0,0,1,6.3,0,1,0,6.9,175578
194,186,3,2,1,1,0,0,0.1,1,10,1,0.6,202823
258,248,4,2,1,1,1,1,2.4,1,10,0,6.9,228480
436,411,7,4,1,1,1,1,0.9,1,17,0,2.3,350711
141,140,2,2,0,0,0,1,2.1,1,7,0,1.2,132312
190,190,3,4,1,0,1,0,3.7,1,3,0,5.2,158789
266,254,5,5,1,1,1,0,5.3,1,3,0,4.8,210195
188,165,3,2,0,1,1,0,1.8,0,17,0,4.8,147247
133,127,1,1,1,0,0,0,5.5,0,7,0,2.2,93247
233,208,5,5,1,1,1,1,0.5,1,5,0,2.7,234272
133,125,2,3,0,1,0,0,0.2,1,16,0,0.5,136628
238,219,5,3,0,1,1,1,3.9,1,14,0,0.5,211877
138,128,1,2,1,1,0,0,0.8,0,8,0,4.5,119545
124,118,1,2,1,0,0,0,6.9,0,10,0,6.8,85005
201,183,4,4,1,1,1,1,2.5,1,12,0,3.5,201851
192,170,4,5,1,1,1,1,3.3,0,7,0,6.4,169023
281,270,5,2,1,1,1,0,4.9,1,6,0,2.7,228111
279,279,5,3,1,0,1,1,3.8,1,7,0,0.6,247277
106,91,1,2,0,0,0,0,6.2,0,17,0,5.8,69853
112,100,1,2,0,1,0,0,2.7,0,6,0,0.2,100223
188,162,2,3,0,1,0,0,4.8,0,1,0,6.1,136965
211,189,3,2,0,0,0,0,2.3,0,8,0,0.3,148474
235,216,4,2,0,1,1,0,3.8,1,21,0,4.1,186467
162,150,2,2,0,1,0,0,5.5,0,3,0,1.2,122914
123,109,1,1,0,1,0,0,4.9,0,6,0,1.1,99426
324,307,5,4,1,1,1,1,0.2,1,21,1,1.9,323180
338,331,6,5,1,1,1,1,5.8,1,7,0,3.6,286083
183,171,3,2,0,1,0,1,6.5,0,3,0,3.2,151276
234,220,4,5,1,1,1,1,4.6,1,11,0,1.4,218294
190,185,2,1,0,0,0,1,4.1,0,17,0,5.9,141816
237,220,3,2,0,1,0,0,4.6,1,7,0,4.2,191423
286,253,5,3,1,1,1,1,0.5,1,14,0,3.8,262760
257,232,5,5,1,1,1,1,4.4,0,11,0,3.5,215324
402,354,7,5,1,1,1,1,1.1,1,7,1,4.4,377639
327,323,5,3,1,0,1,1,2.5,1,6,0,4.6,272069
171,146,2,2,1,1,1,0,6.2,0,18,0,6.5,129345
230,202,4,2,1,1,1,1,6.6,1,16,0,2.1,206695
418,361,6,4,1,1,1,1,2.3,1,13,0,3.8,349324
232,222,3,1,0,1,1,0,5.2,0,4,1,6.9,194984
230,211,4,3,1,1,1,1,4.4,1,1,0,2.1,221430
474,434,7,6,1,1,1,1,3.6,1,18,0,4.4,369540
309,275,4,4,1,1,1,1,3.7,1,1,0,6.3,266893
230,212,4,4,1,1,1,0,2.5,1,4,0,3.9,200279
269,250,5,4,1,1,1,1,4.2,1,5,0,3.4,244888
427,396,6,6,1,1,1,1,1.6,1,14,0,4.6,361143
169,159,2,3,1,1,0,1,6.2,0,11,0,4.9,134621
284,276,5,4,1,1,1,1,3.8,1,8,0,6.7,246179
360,357,5,3,1,0,1,1,2.7,1,12,0,3.5,297109
148,130,1,2,1,0,0,0,4.9,0,2,0,2.6,109474
169,145,3,4,1,0,0,1,2.7,1,2,0,4.6,156193
229,222,3,1,1,1,0,1,2.9,0,21,0,5.7,179900
291,259,4,5,1,1,1,1,1.5,1,15,0,5.8,261588
216,191,4,3,1,1,1,1,2.6,1,2,0,5.2,208734
203,191,4,2,1,1,0,1,5.1,1,13,0,6.3,174652
213,194,3,3,0,1,0,0,1.2,1,4,0,3.6,174699
294,273,5,5,1,1,1,0,2.8,1,6,0,0.3,258638
330,288,5,2,1,1,1,1,2.2,1,13,0,3.2,292785
264,245,5,2,1,1,0,1,5.4,1,11,0,0.5,225605
110,104,1,1,1,0,0,0,5.5,0,9,0,2.7,81665
244,237,5,2,1,1,1,1,5.1,1,9,0,2.5,213543
398,360,6,7,1,1,1,1,1.7,1,12,0,3.2,331795
297,270,4,5,1,1,1,1,0.8,1,21,0,4.1,262924
126,121,1,1,0,0,0,0,6.9,0,19,0,4.8,83085
446,369,8,9,1,1,1,1,4.3,1,4,0,2.8,382900
174,152,2,1,1,1,0,1,2.6,0,2,0,4.3,156910
360,319,6,6,1,1,1,1,4.9,1,19,0,3.1,293591
396,358,6,6,1,1,1,1,3.6,1,17,0,2.5,330136
215,184,3,2,0,1,0,1,4.7,1,11,0,3.8,183035
