land_size_sqm,house_size_sqm,no_of_rooms,no_of_bathrooms,large_living_room,parking_space,front_garden,swimming_pool,distance_to_school_km,wall_fence,house_age_or_renovated,water_front,distance_to_supermarket_km,property_value
147,142,1,1.0,0,0,0,0,0.9,0,6,0,5.1,113085.0
354,353,6,4.0,1,1,1,1,2.7,1,8,0,2.7,295386.0
219,187,3,4.0,1,1,0,0,5.4,1,19,1,6.9,189614.0
215,196,3,1.0,1,1,0,1,6.4,0,21,0,5.6,163189.0
214,213,3,1.0,0,0,0,0,3.3,0,20,0,1.8,140193.0
247,231,5,2.0,1,1,1,0,1.8,1,18,0,5.8,206839.0
183,160,3,1.0,0,1,0,0,5.8,1,6,0,4.3,141371.0
422,363,6,4.0,1,1,1,1,3.6,1,13,0,5.5,345550.0
327,314,5,,1,1,1,1,6.9,1,1,0,1.4,283137.0
216,207,3,3.0,0,1,1,0,2.7,1,8,0,,180214.0
236,207,5,5.0,1,1,1,1,2.5,1,21,0,0.5,217555.0
197,196,4,2.0,0,0,1,1,1.6,0,22,0,2.6,159637.0
222,215,3,2.0,1,0,0,0,5.3,0,15,0,,147352.0
215,198,3,3.0,1,0,0,1,5.5,0,10,0,4.7,169059.0
162,158,2,3.0,0,0,0,0,3.5,0,4,0,0.1,121659.0
416,394,7,4.0,1,1,1,1,1.6,1,18,0,3.4,348280.0
145,125,1,1.0,1,0,0,0,4.6,0,15,0,4.5,102940.0
473,420,7,5.0,1,1,1,1,1.3,1,20,0,3.3,376107.0
128,127,1,1.0,0,0,0,1,3.6,0,12,0,2.9,108505.0
132,114,2,3.0,0,1,1,0,1.9,0,20,0,1.6,117697.0
177,161,3,,0,1,0,1,4.7,0,12,0,0.8,155647.0
268,234,5,2.0,1,1,1,0,6.5,1,18,0,6.3,213196.0
583,518,7,6.0,1,1,1,1,2.1,1,20,0,5.2,456901.0
258,239,4,5.0,1,1,1,0,6.2,1,3,0,4.7,211310.0
248,217,5,4.0,1,1,1,1,0.3,1,16,0,6.1,241205.0
432,382,6,6.0,1,1,1,1,5.4,1,14,0,0.4,357332.0
149,130,1,1.0,1,0,0,0,5.3,0,8,0,4.1,101672.0
122,104,2,1.0,0,1,0,1,6.1,0,4,0,,105195.0
277,256,4,5.0,1,1,1,1,1.9,1,13,0,6.7,246577.0
169,157,3,1.0,1,1,1,0,2.3,0,19,0,5.1,129246.0
455,408,6,4.0,1,1,1,1,3.1,1,20,0,0.1,377034.0
457,421,7,7.0,1,1,1,1,1.2,1,14,0,5.8,385068.0
411,372,7,5.0,1,1,1,1,1.5,1,8,0,1.1,351621.0
202,201,4,3.0,1,1,1,1,6.5,0,14,0,6.3,165661.0
235,218,4,2.0,1,1,1,1,4.9,1,5,0,2.1,218731.0
252,232,4,5.0,1,1,1,1,5.3,1,13,0,4.9,219818.0
283,278,5,3.0,1,1,1,0,0.1,1,19,0,3.4,234915.0
255,238,4,2.0,1,1,0,1,0.6,1,16,0,,230494.0
311,283,5,3.0,1,1,1,0,4.2,1,12,0,5.5,245964.0
282,279,5,3.0,0,1,1,1,3.6,1,12,0,1.5,245302.0
424,373,7,6.0,1,1,1,1,6.5,1,7,0,3.1,351622.0
186,163,2,2.0,0,1,0,0,3.6,0,17,0,3.5,131795.0
320,316,5,2.0,1,1,1,1,2.3,0,7,0,2.7,247117.0
210,188,3,2.0,1,0,0,0,2.7,0,21,0,3.8,143523.0
307,263,6,6.0,0,1,1,1,0.3,1,1,0,,283171.0
162,148,3,4.0,0,1,0,0,6.4,0,15,0,5.6,111086.0
178,158,3,1.0,1,0,0,1,5.4,1,21,1,0.8,170778.0
196,189,3,2.0,1,1,0,0,5.4,0,16,0,6.8,135575.0
284,275,4,3.0,1,1,1,1,0.3,1,22,0,,253631.0
264,247,4,5.0,1,1,1,1,4.1,0,4,0,5.1,218823.0
239,235,3,,0,0,0,0,3.6,0,2,1,0.8,211242.0
358,329,5,4.0,1,1,1,1,0.1,1,8,0,,316789.0
257,224,5,5.0,1,1,1,0,2.2,1,11,0,6.9,210436.0
265,252,4,4.0,1,1,1,1,0.8,1,3,0,3.5,249597.0
239,227,4,4.0,0,1,1,0,4.5,1,1,0,5.5,198351.0
248,245,4,5.0,0,1,0,1,0.9,1,15,0,2.3,220911.0
119,112,1,2.0,0,1,0,0,2.6,0,9,0,1.3,101401.0
281,248,5,2.0,1,1,0,1,3.2,1,11,0,0.7,246983.0
281,255,4,3.0,1,1,1,0,4.4,1,20,0,5.1,222553.0
282,276,4,5.0,0,1,1,1,0.6,1,21,0,0.8,250856.0
195,167,3,3.0,0,0,0,0,5.4,1,15,0,4.2,141414.0
215,190,4,4.0,1,1,1,1,3.7,1,3,0,4.4,210014.0
253,235,4,5.0,1,1,1,1,5.2,1,22,0,0.3,219626.0
357,326,5,3.0,1,1,1,1,3.2,1,13,0,5.1,300432.0
144,141,1,2.0,0,0,0,1,3.2,0,13,0,3.6,121682.0
167,163,2,2.0,1,0,0,1,5.8,0,9,0,3.3,137053.0
234,202,4,5.0,1,1,1,1,1.3,1,9,0,1.7,227475.0
252,235,4,3.0,1,1,1,1,4.8,1,11,0,4.5,218770.0
217,206,3,1.0,1,0,0,1,3.2,0,7,0,0.6,175970.0
185,182,3,,0,0,0,0,3.1,0,1,0,2.9,139332.0
309,281,4,5.0,0,1,1,1,4.4,1,12,0,2.3,264116.0
320,301,5,3.0,1,1,1,1,1.3,1,18,0,5.8,272046.0
251,235,4,2.0,1,1,1,1,6.5,1,20,0,3.5,214652.0
245,216,4,,1,1,1,1,0.4,1,11,0,4.8,237941.0
187,168,2,1.0,1,1,1,0,0.8,0,1,1,3.3,182548.0
203,191,3,2.0,1,0,1,0,4.8,0,2,0,3.7,156325.0
229,201,4,4.0,1,1,0,1,3.9,1,2,0,1.2,212600.0
289,249,5,4.0,1,1,1,1,6.7,1,4,0,4.9,254713.0
302,272,5,5.0,1,1,1,1,2.2,1,5,0,2.4,274705.0
177,159,2,1.0,0,1,0,0,0.6,1,10,0,5.4,154004.0
216,210,4,3.0,1,1,1,1,3.4,1,2,0,5.4,204207.0
320,288,5,4.0,1,1,1,1,2.3,1,6,0,4.9,286288.0
352,320,5,2.0,1,1,1,1,0.9,1,13,0,0.2,312075.0
281,276,5,5.0,1,1,1,1,1.5,1,5,0,6.8,256706.0
172,165,2,1.0,1,1,1,0,4.4,0,20,0,2.9,132531.0
223,193,3,3.0,1,0,0,0,3.8,0,4,0,0.1,166633.0
333,291,6,6.0,1,1,1,0,0.7,1,1,0,5.7,282222.0
143,125,1,2.0,1,0,0,0,0.3,0,5,0,,120487.0
423,391,6,7.0,1,1,1,1,4.4,1,20,0,1.6,341147.0
227,207,4,5.0,1,1,1,1,1.2,0,20,0,6.4,186516.0
191,187,3,1.0,1,0,1,0,2.7,1,22,0,5.6,148544.0
282,275,5,4.0,1,1,1,1,0.1,1,16,0,3.6,254264.0
202,181,4,2.0,1,1,0,1,5.1,1,19,0,2.1,174963.0
303,262,5,4.0,1,1,1,0,1.8,1,16,0,1.6,249406.0
197,189,3,3.0,1,0,1,0,5.8,1,9,0,6.4,152544.0
107,96,1,2.0,0,1,0,0,4.2,1,14,0,5.6,90686.0
196,171,3,1.0,0,1,0,0,5.2,0,12,0,6.6,129326.0
195,186,4,4.0,1,1,1,1,4.4,0,15,0,0.6,167145.0
172,161,3,2.0,1,0,0,0,4.9,1,5,0,6.7,134767.0
155,144,3,4.0,0,1,0,1,2.1,1,9,0,1.7,152446.0
263,243,4,,1,1,1,1,4.2,1,17,0,2.2,225940.0
208,188,4,4.0,1,1,0,1,0.6,0,10,0,6.2,178493.0
198,176,3,3.0,1,1,1,0,4.3,1,12,1,5.3,192739.0
221,214,4,4.0,1,1,1,1,6.2,1,21,1,3.1,212533.0
411,353,6,5.0,1,1,1,1,5.2,1,18,0,5.9,327702.0
147,128,2,3.0,0,0,0,1,1.5,0,5,0,2.5,128785.0
147,147,2,2.0,0,0,1,0,6.7,0,22,0,0.7,99927.0
323,314,5,4.0,1,1,1,1,1.7,1,9,0,0.1,289061.0
433,383,7,5.0,1,1,1,1,6.8,1,9,0,0.5,366904.0
180,162,2,1.0,0,0,0,0,5.5,0,17,0,3.2,116441.0
171,162,3,1.0,0,1,1,0,5.1,0,9,0,4.2,128614.0
438,412,6,6.0,1,1,1,1,3.7,1,3,0,6.4,371012.0
132,125,2,3.0,1,1,1,0,1.1,0,20,0,,114921.0
160,159,3,1.0,1,0,1,0,2.5,0,13,1,4.8,137213.0
327,309,5,4.0,1,1,1,1,3.2,1,13,0,1.7,279368.0
154,144,3,2.0,1,0,1,0,4.2,1,21,0,2.7,126104.0
557,517,7,8.0,1,1,1,1,1.7,1,2,0,1.6,463428.0
166,148,3,2.0,1,1,0,0,3.3,0,17,0,5.2,120154.0
290,248,5,4.0,1,1,1,1,4.8,1,19,0,4.5,243155.0
123,107,1,2.0,0,0,0,0,4.7,0,19,0,,81185.0
236,212,4,2.0,0,1,1,1,6.1,1,4,0,6.3,202848.0
281,281,4,3.0,1,1,1,1,2.4,0,11,0,4.2,221829.0
206,194,3,3.0,1,1,0,1,0.6,1,8,0,0.9,198564.0
207,193,3,4.0,1,0,1,0,4.1,0,15,0,6.5,148223.0
249,213,4,3.0,0,1,0,1,5.3,1,11,0,2.9,201128.0
237,202,3,2.0,0,1,0,0,6.9,1,13,0,3.5,176979.0
275,264,5,3.0,1,1,1,1,4.4,1,10,0,1.1,239245.0
139,133,2,3.0,0,0,0,0,5.1,1,14,0,3.2,105763.0
287,256,4,4.0,1,1,1,1,2.7,1,1,0,4.5,259302.0
233,231,3,1.0,0,0,0,0,0.6,0,10,0,3.7,175732.0
330,297,5,3.0,1,1,1,1,6.7,1,8,0,1.4,286237.0
318,312,5,4.0,1,1,1,1,6.1,1,7,0,0.5,266674.0
270,241,5,3.0,1,1,1,1,1.5,1,7,0,5.7,241629.0
190,166,4,5.0,1,1,1,1,1.9,1,20,0,4.4,190114.0
135,123,1,1.0,0,0,0,0,6.4,1,11,0,4.2,103624.0
127,117,1,1.0,1,1,0,1,3.5,0,18,0,5.5,113716.0
171,166,2,2.0,0,0,0,0,1.5,0,10,0,6.2,122005.0
286,279,4,2.0,1,1,0,1,3.1,1,14,0,2.2,242650.0
510,467,7,8.0,1,1,1,1,0.6,1,15,0,1.8,417878.0
122,107,1,2.0,1,1,0,0,3.7,0,14,0,,98612.0
299,275,5,,1,1,1,1,4.9,1,20,0,5.3,250866.0
167,148,3,4.0,1,0,0,0,4.3,1,3,0,4.8,136258.0
289,248,5,2.0,1,1,1,1,4.3,0,13,0,5.3,222448.0
132,121,1,1.0,1,0,1,0,2.8,0,9,0,5.2,106058.0
316,313,6,5.0,1,1,1,1,1.2,1,12,0,6.6,271221.0
233,199,5,4.0,1,1,1,1,6.3,1,14,0,0.3,216056.0
344,299,5,2.0,1,1,1,1,3.8,1,7,0,6.3,293310.0
197,185,3,3.0,1,1,0,0,3.1,0,3,0,5.1,151577.0
252,233,4,3.0,1,1,1,1,0.4,1,17,0,6.9,229797.0
226,209,3,3.0,1,0,0,0,1.2,0,22,0,5.2,154326.0
166,158,3,3.0,1,0,0,0,4.6,0,21,0,3.4,111766.0
237,229,5,5.0,1,1,0,1,1.3,1,13,0,,
300,298,5,5.0,1,0,0,1,2.4,1,4,0,4.7,261226.0
285,280,5,5.0,1,1,1,1,3.5,1,13,1,4.9,281461.0
281,251,4,5.0,0,1,1,1,4.6,0,14,0,5.2,221479.0
346,303,5,4.0,1,1,1,1,1.4,1,4,0,1.9,310426.0
234,219,4,5.0,1,1,1,0,6.7,0,9,0,0.8,180718.0
350,317,6,5.0,1,1,1,1,5.8,1,1,0,2.9,295784.0
121,107,2,3.0,1,0,0,0,0.2,1,8,0,4.3,113617.0
187,160,2,1.0,1,1,1,0,1.8,0,4,0,6.8,153574.0
136,122,1,1.0,0,0,0,0,1.6,0,20,0,2.5,103253.0
200,177,3,2.0,1,0,1,0,0.4,1,22,0,3.5,176740.0
252,234,4,3.0,1,1,1,1,2.5,1,16,0,4.5,223028.0
289,246,4,3.0,0,1,1,1,4.2,1,4,0,,259386.0
305,268,5,,1,1,1,1,6.8,1,17,0,6.7,258081.0
210,186,3,4.0,0,1,1,0,2.7,1,14,0,0.2,185595.0
337,299,5,5.0,1,1,1,1,0.3,1,15,0,3.3,305316.0
420,416,7,6.0,1,1,1,1,2.9,1,3,0,2.6,359551.0
140,130,1,1.0,0,1,0,1,4.8,0,7,0,0.5,128678.0
545,505,7,6.0,1,1,1,1,0.1,1,22,0,6.1,436014.0
290,282,4,4.0,1,1,0,0,2.9,1,14,0,5.8,232251.0
270,251,4,2.0,1,1,0,1,6.4,1,3,0,3.1,227546.0
138,131,2,3.0,0,0,0,0,3.3,1,1,0,4.4,112709.0
181,173,2,1.0,0,1,0,0,0.3,0,6,0,1.4,149463.0
489,441,7,6.0,1,1,1,1,2.3,1,7,0,1.1,409100.0
244,229,4,5.0,1,1,1,1,0.1,1,16,0,5.3,232528.0
168,165,2,1.0,0,0,0,0,3.3,0,7,0,0.6,125389.0
286,250,4,2.0,1,1,1,0,6.7,1,2,0,,249832.0
269,232,5,3.0,1,1,1,1,4.4,1,12,0,1.2,236397.0
247,239,5,5.0,1,1,0,1,3.7,1,3,0,2.3,224541.0
319,316,5,3.0,0,1,1,1,1.7,1,10,0,3.7,272084.0
193,169,3,4.0,1,1,1,0,6.5,1,18,0,5.7,166448.0
154,151,2,1.0,1,0,1,0,1.8,0,3,0,4.3,117975.0
225,224,4,2.0,1,0,1,0,0.8,1,11,0,6.9,182612.0
238,231,4,5.0,1,1,1,1,3.5,1,8,0,5.5,212218.0
266,232,4,2.0,1,1,1,1,1.8,1,20,0,0.1,247160.0
105,96,1,2.0,0,1,0,0,2.6,0,11,1,5.5,97201.0
230,196,4,3.0,1,1,1,1,1.8,1,14,0,5.2,213783.0
219,187,4,5.0,0,1,1,0,6.6,1,9,0,2.1,182795.0
307,302,6,6.0,1,1,1,1,3.8,1,14,0,1.4,268428.0
240,240,4,2.0,1,0,1,0,6.3,1,21,0,3.1,182761.0
239,221,4,3.0,1,1,1,1,1.2,0,7,0,2.9,202116.0
290,258,4,3.0,1,1,0,1,0.6,1,11,0,,262359.0
177,156,2,1.0,0,0,1,0,2.2,0,16,0,1.2,132127.0
175,167,3,1.0,1,1,0,0,5.4,1,15,0,3.3,143317.0
210,208,4,2.0,1,0,1,1,0.7,1,14,0,5.6,187626.0
255,246,4,2.0,1,1,0,0,4.9,1,20,1,5.7,220235.0
235,221,3,1.0,1,1,0,1,0.5,0,19,0,5.8,191773.0
185,175,3,1.0,1,0,0,1,3.1,1,14,0,2.3,165779.0
210,185,4,2.0,0,1,1,1,2.2,1,13,0,,195982.0
232,223,4,3.0,1,1,1,1,5.7,1,16,0,5.2,207996.0
536,490,7,5.0,1,1,1,1,5.4,1,19,0,3.9,425697.0
166,165,2,2.0,0,0,0,1,3.4,0,14,0,4.5,129682.0
134,115,2,1.0,1,1,0,0,3.4,0,22,0,5.5,98972.0
308,263,4,2.0,1,1,1,1,0.3,1,5,0,3.3,281576.0
240,220,5,4.0,1,1,1,1,4.3,1,10,0,0.7,222298.0
289,252,4,2.0,1,1,0,0,3.1,1,2,1,6.9,255694.0
136,124,1,2.0,1,1,1,0,0.9,0,7,1,1.1,144493.0
255,222,5,5.0,1,1,1,1,3.9,1,2,0,1.7,244068.0
200,184,4,3.0,1,1,1,1,1.9,1,1,0,4.3,202200.0
213,198,4,5.0,1,1,1,0,3.9,1,18,0,0.7,182084.0
276,249,4,2.0,1,1,1,1,0.7,1,10,0,1.1,262299.0
289,247,4,4.0,1,1,1,1,4.9,1,14,0,0.1,259189.0
309,290,5,4.0,1,1,1,1,6.4,1,18,0,6.1,261779.0
220,204,3,3.0,1,1,0,0,1.2,1,5,0,6.3,188781.0
249,248,5,4.0,1,1,1,1,0.6,1,3,0,0.4,238639.0
123,120,1,1.0,1,0,0,0,4.2,1,8,0,1.1,104674.0
104,89,1,2.0,0,0,1,0,2.4,0,16,0,3.1,90520.0
221,197,3,3.0,0,0,1,0,1.1,0,18,0,1.3,167270.0
302,287,4,5.0,0,1,0,1,3.1,1,16,0,3.7,244959.0
196,187,3,3.0,1,0,1,0,6.3,0,2,0,2.5,147788.0
431,413,7,5.0,1,1,1,1,0.7,1,21,0,3.5,355405.0
205,203,4,3.0,1,1,0,1,2.1,0,1,0,4.9,177194.0
111,104,1,1.0,1,1,1,0,5.9,0,17,0,2.9,87008.0
233,200,3,4.0,1,1,1,0,6.9,1,19,0,5.7,192496.0
298,290,4,3.0,1,1,1,1,2.2,1,2,0,1.2,270639.0
314,303,6,4.0,0,1,1,1,4.6,1,4,1,2.4,302821.0
164,145,3,,1,1,0,1,5.6,0,10,0,6.3,135828.0
135,119,1,2.0,1,0,0,0,4.4,0,19,0,3.1,91987.0
232,198,5,4.0,1,1,1,1,3.3,1,20,0,6.8,206594.0
201,183,4,5.0,1,1,1,1,6.2,1,18,0,5.9,177769.0
468,434,6,6.0,1,1,1,0,3.8,1,3,0,6.9,370236.0
132,124,1,2.0,0,0,0,0,4.7,0,7,0,2.3,96554.0
177,170,2,1.0,0,1,1,0,6.2,0,2,0,2.7,135864.0
123,123,2,1.0,0,0,0,1,3.5,1,12,0,3.8,111165.0
159,151,2,3.0,1,1,0,0,6.8,0,17,0,,116168.0
622,584,8,9.0,1,1,1,1,5.3,1,16,0,5.4,474704.0
174,163,3,4.0,0,0,1,0,2.4,1,18,0,1.8,147200.0
267,251,4,5.0,1,1,1,1,2.1,0,13,1,6.2,251298.0
236,207,4,3.0,1,1,1,1,5.1,1,8,0,4.2,218003.0
224,200,3,4.0,1,0,1,0,2.7,0,7,0,0.4,174667.0
120,108,1,1.0,1,1,0,0,6.5,0,20,0,3.9,89310.0
280,276,4,3.0,1,1,1,1,3.7,1,22,0,2.7,235915.0
527,458,7,6.0,1,1,1,1,6.9,0,13,0,1.1,371788.0
159,147,3,1.0,0,1,1,0,4.9,0,14,0,6.6,122207.0
230,205,4,2.0,1,1,1,1,1.5,1,6,0,5.2,219642.0
222,210,3,3.0,0,1,0,1,1.4,0,6,0,2.5,182855.0
225,210,4,4.0,1,1,0,1,1.6,1,16,0,1.5,207367.0
110,105,1,1.0,0,0,0,0,1.6,1,22,0,5.2,92215.0
280,265,4,2.0,1,1,1,0,6.8,1,21,0,0.8,220530.0
148,127,1,1.0,1,1,0,0,1.6,0,2,0,2.2,120304.0
315,302,5,3.0,1,1,1,1,3.9,1,16,0,2.9,269831.0
112,101,1,1.0,1,1,0,0,3.3,1,11,0,6.6,97386.0
130,112,2,1.0,1,1,0,0,1.9,0,12,0,5.5,105668.0
219,201,4,2.0,1,1,1,1,2.3,1,11,0,2.1,209882.0
192,185,4,5.0,1,1,1,1,3.5,1,11,0,6.8,173352.0
126,119,1,2.0,1,0,0,0,5.8,0,6,0,6.7,87752.0
289,263,4,2.0,0,1,1,1,6.2,1,3,0,5.7,253090.0
322,318,5,5.0,1,0,1,1,2.7,1,1,0,2.7,267803.0
165,157,2,1.0,1,0,0,0,0.9,0,14,0,1.8,136592.0
339,297,6,7.0,1,1,1,1,1.4,1,8,0,4.9,302962.0
190,165,3,4.0,1,1,0,0,2.3,0,10,0,4.6,145450.0
257,239,4,2.0,0,1,1,1,4.5,1,13,0,5.5,222021.0
198,189,4,3.0,1,1,1,0,6.9,1,19,0,3.1,156577.0
273,271,4,3.0,1,1,1,1,6.9,1,15,0,5.9,224195.0
279,267,4,2.0,1,1,1,1,4.1,1,4,0,3.1,
148,132,1,1.0,1,1,0,0,3.7,0,11,0,5.2,111854.0
167,157,2,3.0,1,0,0,1,1.6,0,11,0,6.6,140087.0
209,197,3,4.0,0,1,0,0,3.6,0,6,0,6.5,148286.0
210,198,3,3.0,0,1,1,0,6.5,0,15,0,5.6,148627.0
347,315,5,3.0,1,1,1,1,0.9,1,14,0,0.7,309875.0
143,138,1,2.0,0,0,1,0,1.2,0,21,0,4.9,104940.0
151,150,2,1.0,0,0,0,0,6.5,0,4,0,5.8,109127.0
214,208,4,2.0,1,1,1,1,6.7,1,22,0,2.7,183817.0
309,285,4,2.0,1,1,0,1,0.2,1,21,0,2.6,271978.0
216,214,3,4.0,1,0,0,0,1.5,1,7,0,4.5,180669.0
156,136,3,2.0,0,1,1,0,3.3,1,16,0,4.9,139032.0
253,222,4,2.0,0,1,1,1,6.5,1,5,0,,223191.0
113,109,1,1.0,0,0,1,0,0.4,0,2,0,6.8,102134.0
151,150,3,2.0,1,0,1,0,6.6,0,19,0,2.8,107440.0
103,91,1,1.0,1,0,1,0,5.3,0,1,0,2.5,84676.0
108,106,1,1.0,1,0,0,0,2.4,0,17,0,3.9,84680.0
195,194,4,3.0,1,1,1,1,4.8,1,22,0,4.4,175489.0
280,261,4,2.0,1,1,1,1,0.6,1,10,1,0.9,287218.0
193,192,4,3.0,1,1,1,1,1.2,1,2,0,1.1,189757.0
277,253,4,5.0,1,1,1,1,4.1,1,6,0,3.3,245176.0
105,95,1,1.0,1,0,0,0,3.1,0,17,0,4.4,78321.0
310,300,5,4.0,1,1,1,1,6.9,1,1,0,0.1,277010.0
324,318,6,4.0,1,1,1,1,0.9,1,19,0,2.8,286722.0
334,325,6,4.0,1,1,1,1,4.7,1,7,0,2.8,280824.0
484,460,7,8.0,1,1,1,1,4.9,1,6,0,6.7,407141.0
135,135,1,1.0,0,0,0,0,6.6,0,7,0,0.4,103782.0
235,223,3,3.0,0,1,1,0,0.2,0,13,0,4.2,191465.0
189,176,3,1.0,1,0,0,0,5.5,0,2,0,0.9,138109.0
228,204,4,5.0,1,1,1,1,2.3,1,3,0,4.5,215681.0
196,169,3,2.0,0,0,1,0,4.7,0,22,0,6.4,134361.0
268,265,4,,1,0,1,0,0.5,1,11,0,6.6,222612.0
237,203,4,3.0,1,1,1,1,3.2,1,9,0,0.9,225103.0
207,178,4,2.0,1,1,1,1,2.6,1,3,0,1.1,209300.0
285,245,4,4.0,0,1,0,1,2.4,1,13,0,3.5,234081.0
303,263,4,2.0,0,1,0,1,3.7,1,2,0,1.7,263001.0
242,235,5,4.0,0,1,1,1,0.4,1,3,0,0.8,240071.0
289,283,4,2.0,1,1,1,0,6.7,1,12,0,0.7,233518.0
136,127,1,1.0,0,1,0,0,3.1,0,16,0,0.4,109964.0
152,145,3,1.0,1,0,0,1,6.3,0,15,0,0.4,128500.0
205,200,4,2.0,1,1,1,1,4.3,0,1,0,0.7,184396.0
308,263,5,5.0,1,1,1,1,3.6,1,3,0,3.6,276116.0
472,464,8,7.0,1,1,1,1,2.9,1,1,0,1.9,398975.0
190,173,4,2.0,1,1,0,1,1.1,1,5,0,3.3,177700.0
500,456,7,4.0,1,1,1,1,3.6,1,15,0,2.6,400605.0
154,134,3,2.0,1,1,0,1,0.6,0,10,0,3.1,144710.0
227,194,3,2.0,1,1,1,0,5.7,0,10,0,5.9,171276.0
237,216,4,4.0,1,1,1,1,2.3,1,22,0,1.9,212376.0
265,256,5,3.0,1,1,1,1,3.3,1,13,0,6.8,233450.0
173,150,2,1.0,0,1,0,0,0.3,1,2,0,3.7,159654.0
163,156,2,3.0,0,1,0,1,6.4,0,6,0,4.5,138988.0
433,390,7,7.0,1,1,1,1,6.4,1,21,0,,353081.0
157,151,3,1.0,1,0,0,0,3.6,1,12,0,5.1,126154.0
417,358,6,4.0,1,1,1,1,0.9,1,12,1,1.2,401837.0
132,120,2,1.0,0,1,0,0,0.7,0,17,0,3.9,108034.0
106,104,1,1.0,1,0,0,0,2.9,0,20,0,0.1,87105.0
129,123,1,1.0,0,0,0,0,3.4,1,16,0,1.2,105717.0
182,173,3,3.0,1,0,0,1,5.1,0,16,0,1.6,146025.0
268,240,4,2.0,1,1,0,1,5.9,0,12,0,,204976.0
262,225,4,3.0,1,1,1,1,5.3,1,7,1,6.7,257178.0
406,400,6,5.0,1,1,1,1,0.3,1,20,0,4.1,345129.0
781,727,8,9.0,1,1,1,1,4.2,1,5,0,4.1,609592.0
214,202,3,4.0,1,1,0,1,4.2,0,21,0,1.5,169438.0
345,319,5,5.0,1,1,1,1,5.6,0,15,0,4.3,260455.0
796,692,8,9.0,1,1,1,1,0.3,1,16,0,5.3,621041.0
457,429,6,4.0,1,1,1,1,6.8,1,22,1,3.4,403676.0
300,286,6,6.0,1,1,1,1,5.5,1,3,0,4.6,271552.0
117,114,1,2.0,0,0,0,0,2.6,0,8,0,4.3,89561.0
215,210,3,2.0,1,0,0,1,1.4,1,18,0,3.1,186597.0
224,217,3,4.0,0,0,0,1,4.6,1,20,0,2.4,
282,253,4,4.0,1,1,1,0,1.5,0,2,0,0.9,226284.0
213,213,4,5.0,1,0,0,1,1.6,1,1,0,6.7,195929.0
357,339,5,5.0,1,1,1,1,5.7,1,18,0,2.5,288691.0
349,345,5,3.0,1,0,1,1,4.6,1,5,0,6.9,291118.0
293,272,5,5.0,1,1,1,1,0.4,1,1,0,4.5,272031.0
462,442,7,6.0,1,1,1,1,4.9,1,16,1,6.5,420005.0
146,146,2,1.0,0,0,0,1,3.7,0,4,1,5.5,134936.0
302,285,5,5.0,1,1,1,1,5.4,1,6,0,4.9,261205.0
312,298,5,3.0,1,1,1,1,1.6,1,7,0,5.3,278719.0
152,149,3,3.0,1,0,0,1,2.3,0,21,0,0.5,137788.0
284,261,4,2.0,1,1,1,0,2.3,0,8,0,0.2,227385.0
284,254,4,5.0,1,1,1,1,1.8,0,16,0,2.7,226469.0
211,203,3,1.0,0,1,0,0,5.5,1,3,0,2.7,167753.0
493,480,7,4.0,1,1,1,1,4.3,1,21,0,3.7,380174.0
295,272,4,5.0,1,1,1,1,2.4,1,5,0,5.3,270302.0
243,237,4,4.0,0,1,1,1,3.1,1,18,0,1.4,212084.0
296,283,4,2.0,1,1,1,0,6.1,1,22,0,4.1,225493.0
144,129,1,1.0,0,0,0,0,6.8,1,18,0,6.6,102250.0
244,235,4,5.0,1,1,0,1,5.2,1,22,0,2.1,203334.0
231,199,5,3.0,1,1,0,1,2.1,1,7,0,1.9,214028.0
311,286,5,5.0,1,1,1,1,0.1,1,9,0,3.3,293398.0
237,225,4,4.0,1,1,1,1,1.6,1,13,0,0.4,220311.0
232,209,3,3.0,1,1,0,0,3.7,1,22,0,2.1,186370.0
413,374,6,7.0,1,1,1,1,2.3,1,7,0,6.8,346494.0
177,172,3,,1,0,0,1,6.8,0,20,0,4.5,130458.0
256,244,4,3.0,1,1,1,1,6.1,1,3,1,6.8,248849.0
300,277,4,5.0,0,1,1,1,4.6,0,7,0,2.5,243405.0
118,113,1,2.0,1,0,0,0,6.5,0,3,1,5.6,94203.0
187,177,3,2.0,0,0,0,0,2.6,1,1,0,5.3,148758.0
283,261,4,4.0,1,1,1,1,3.2,1,12,0,6.4,245218.0
320,309,5,3.0,1,1,1,0,0.5,1,4,0,2.3,272912.0
410,373,6,5.0,1,1,1,1,1.1,1,8,0,,352185.0
308,272,4,4.0,1,1,1,0,0.3,1,5,0,1.7,276691.0
169,152,3,2.0,0,1,0,1,1.9,0,11,0,3.5,148382.0
353,304,6,4.0,1,1,1,1,1.8,1,11,0,2.1,306568.0
131,117,1,1.0,0,0,0,0,6.2,0,1,0,4.9,90583.0
299,275,4,3.0,0,1,1,1,1.3,1,13,0,,266138.0
499,487,7,7.0,1,1,1,1,0.1,1,15,0,4.7,410799.0
289,289,5,4.0,1,1,0,1,6.4,1,8,0,2.5,251428.0
205,194,4,2.0,0,1,0,1,4.7,0,1,0,5.8,168936.0
115,104,1,1.0,0,1,0,0,5.6,0,7,0,0.8,91478.0
156,136,3,3.0,1,0,1,0,5.4,1,1,0,6.1,138556.0
274,270,5,4.0,0,0,0,1,6.2,1,8,0,2.3,220823.0
