land_size_sqm,house_size_sqm,no_of_rooms,no_of_bathrooms,large_living_room,parking_space,front_garden,swimming_pool,distance_to_school,wall_fence,house_age,water_front,distance_to_supermarket_km,crime_rate_index,room_size,property_value
171,162,3,1,0,1,1,0,5.1,0,9,0,4.2,0.09,2,129818
438,412,6,6,1,1,1,1,3.7,1,3,0,6.4,4.02,2,368133
132,125,2,3,1,1,1,0,1.1,0,20,0,2.9,0.55,0,109905
160,159,3,1,1,0,1,0,2.5,0,13,1,4.8,1.83,2,135020
327,309,5,4,1,1,1,1,3.2,1,13,0,1.7,2.78,3,268555
154,144,3,2,1,0,1,0,4.2,1,21,0,2.7,5.51,1,106570
557,517,7,8,1,1,1,1,1.7,1,2,0,1.6,0.23,2,482771
166,148,3,2,1,1,0,0,3.3,0,17,0,5.2,3.28,2,109429
290,248,5,4,1,1,1,1,4.8,1,19,0,4.5,3.53,2,237961
123,107,1,2,0,0,0,0,4.7,0,19,0,5.6,3.37,2,63892
236,212,4,2,0,1,1,1,6.1,1,4,0,6.3,3.11,1,191801
281,281,4,3,1,1,1,1,2.4,0,11,0,4.2,1.31,3,215100
206,194,3,3,1,1,0,1,0.6,1,8,0,0.9,5.85,1,175631
207,193,3,4,1,0,1,0,4.1,0,15,0,6.5,4.91,1,124251
249,213,4,3,0,1,0,1,5.3,1,11,0,2.9,3.96,1,187706
237,202,3,2,0,1,0,0,6.9,1,13,0,3.5,4.04,1,161225
275,264,5,3,1,1,1,1,4.4,1,10,0,1.1,2.56,3,232783
139,133,2,3,0,0,0,0,5.1,1,14,0,3.2,2.63,2,93824
287,256,4,4,1,1,1,1,2.7,1,1,0,4.5,2.02,3,251225
233,231,3,1,0,0,0,0,0.6,0,10,0,3.7,0.71,1,175605
330,297,5,3,1,1,1,1,6.7,1,8,0,1.4,3.63,3,272619
318,312,5,4,1,1,1,1,6.1,1,7,0,0.5,3.26,2,259554
270,241,5,3,1,1,1,1,1.5,1,7,0,5.7,2.66,1,232418
190,166,4,5,1,1,1,1,1.9,1,20,0,4.4,4.12,1,177389
135,123,1,1,0,0,0,0,6.4,1,11,0,4.2,5.86,0,69522
127,117,1,1,1,1,0,1,3.5,0,18,0,5.5,2.18,0,101395
171,166,2,2,0,0,0,0,1.5,0,10,0,6.2,0.21,1,119988
286,279,4,2,1,1,0,1,3.1,1,14,0,2.2,5.50,3,222902
510,467,7,8,1,1,1,1,0.6,1,15,0,1.8,2.06,3,414311
122,107,1,2,1,1,0,0,3.7,0,14,0,2.3,2.10,0,90744
299,275,5,4,1,1,1,1,4.9,1,20,0,5.3,4.07,2,245383
167,148,3,4,1,0,0,0,4.3,1,3,0,4.8,4.35,1,113652
289,248,5,2,1,1,1,1,4.3,0,13,0,5.3,3.25,1,208973
132,121,1,1,1,0,1,0,2.8,0,9,0,5.2,2.63,1,96200
316,313,6,5,1,1,1,1,1.2,1,12,0,6.6,2.94,2,268128
233,199,5,4,1,1,1,1,6.3,1,14,0,0.3,2.63,1,205852
344,299,5,2,1,1,1,1,3.8,1,7,0,6.3,1.89,1,290845
197,185,3,3,1,1,0,0,3.1,0,3,0,5.1,3.72,2,141219
252,233,4,3,1,1,1,1,0.4,1,17,0,6.9,4.44,3,207518
226,209,3,3,1,0,0,0,1.2,0,22,0,5.2,4.95,2,140252
166,158,3,3,1,0,0,0,4.6,0,21,0,3.4,5.01,2,96912
237,229,5,5,1,1,0,1,1.3,1,13,0,5.6,2.85,1,209313
300,298,5,5,1,0,0,1,2.4,1,4,0,4.7,2.84,3,251915
285,280,5,5,1,1,1,1,3.5,1,13,1,4.9,1.45,3,274409
281,251,4,5,0,1,1,1,4.6,0,14,0,5.2,3.97,3,207415
346,303,5,4,1,1,1,1,1.4,1,4,0,1.9,4.27,1,296701
234,219,4,5,1,1,1,0,6.7,0,9,0,0.8,0.07,1,178896
350,317,6,5,1,1,1,1,5.8,1,1,0,2.9,1.39,3,291287
121,107,2,3,1,0,0,0,0.2,1,8,0,4.3,3.03,0,100362
187,160,2,1,1,1,1,0,1.8,0,4,0,6.8,0.70,2,157190
136,122,1,1,0,0,0,0,1.6,0,20,0,2.5,5.47,1,82026
200,177,3,2,1,0,1,0,0.4,1,22,0,3.5,0.27,2,182140
252,234,4,3,1,1,1,1,2.5,1,16,0,4.5,4.14,3,204986
289,246,4,3,0,1,1,1,4.2,1,4,0,6.3,2.04,3,253308
305,268,5,4,1,1,1,1,6.8,1,17,0,6.7,1.26,1,255654
210,186,3,4,0,1,1,0,2.7,1,14,0,0.2,2.72,1,178649
337,299,5,5,1,1,1,1,0.3,1,15,0,3.3,3.53,3,288823
420,416,7,6,1,1,1,1,2.9,1,3,0,2.6,2.65,3,348357
140,130,1,1,0,1,0,1,4.8,0,7,0,0.5,1.79,1,123057
545,505,7,6,1,1,1,1,0.1,1,22,0,6.1,2.52,2,444936
290,282,4,4,1,1,0,0,2.9,1,14,0,5.8,5.95,1,211655
270,251,4,2,1,1,0,1,6.4,1,3,0,3.1,0.70,3,225627
138,131,2,3,0,0,0,0,3.3,1,1,0,4.4,5.27,2,90089
181,173,2,1,0,1,0,0,0.3,0,6,0,1.4,4.12,2,141028
489,441,7,6,1,1,1,1,2.3,1,7,0,1.1,5.68,2,399838
244,229,4,5,1,1,1,1,0.1,1,16,0,5.3,3.98,3,221411
168,165,2,1,0,0,0,0,3.3,0,7,0,0.6,4.30,2,108727
286,250,4,2,1,1,1,0,6.7,1,2,0,0.7,3.99,3,236998
269,232,5,3,1,1,1,1,4.4,1,12,0,1.2,0.88,3,234983
247,239,5,5,1,1,0,1,3.7,1,3,0,2.3,2.31,2,221781
319,316,5,3,0,1,1,1,1.7,1,10,0,3.7,3.89,1,257521
193,169,3,4,1,1,1,0,6.5,1,18,0,5.7,1.22,2,165833
154,151,2,1,1,0,1,0,1.8,0,3,0,4.3,2.20,0,106452
225,224,4,2,1,0,1,0,0.8,1,11,0,6.9,2.93,2,176020
238,231,4,5,1,1,1,1,3.5,1,8,0,5.5,0.54,3,209209
266,232,4,2,1,1,1,1,1.8,1,20,0,0.1,3.32,3,237358
105,96,1,2,0,1,0,0,2.6,0,11,1,5.5,5.38,2,70208
230,196,4,3,1,1,1,1,1.8,1,14,0,5.2,0.32,2,219054
219,187,4,5,0,1,1,0,6.6,1,9,0,2.1,5.12,1,168281
307,302,6,6,1,1,1,1,3.8,1,14,0,1.4,0.96,3,266600
240,240,4,2,1,0,1,0,6.3,1,21,0,3.1,0.56,3,180489
239,221,4,3,1,1,1,1,1.2,0,7,0,2.9,3.56,2,197023
290,258,4,3,1,1,0,1,0.6,1,11,0,0.5,2.04,2,266564
177,156,2,1,0,0,1,0,2.2,0,16,0,1.2,5.43,0,107677
175,167,3,1,1,1,0,0,5.4,1,15,0,3.3,3.18,1,132498
210,208,4,2,1,0,1,1,0.7,1,14,0,5.6,4.10,1,171695
255,246,4,2,1,1,0,0,4.9,1,20,1,5.7,2.89,2,220238
235,221,3,1,1,1,0,1,0.5,0,19,0,5.8,1.26,2,192930
185,175,3,1,1,0,0,1,3.1,1,14,0,2.3,3.90,2,159727
210,185,4,2,0,1,1,1,2.2,1,13,0,1.7,1.50,3,188233
232,223,4,3,1,1,1,1,5.7,1,16,0,5.2,2.56,1,199405
536,490,7,5,1,1,1,1,5.4,1,19,0,3.9,0.13,3,424672
166,165,2,2,0,0,0,1,3.4,0,14,0,4.5,5.65,1,108687
134,115,2,1,1,1,0,0,3.4,0,22,0,5.5,5.88,2,76346
308,263,4,2,1,1,1,1,0.3,1,5,0,3.3,0.11,1,283026
240,220,5,4,1,1,1,1,4.3,1,10,0,0.7,3.78,3,203265
289,252,4,2,1,1,0,0,3.1,1,2,1,6.9,3.60,3,237746
136,124,1,2,1,1,1,0,0.9,0,7,1,1.1,5.99,0,120148
255,222,5,5,1,1,1,1,3.9,1,2,0,1.7,3.59,1,232429
200,184,4,3,1,1,1,1,1.9,1,1,0,4.3,1.38,3,194753
213,198,4,5,1,1,1,0,3.9,1,18,0,0.7,5.27,2,161179
276,249,4,2,1,1,1,1,0.7,1,10,0,1.1,5.37,2,249846
289,247,4,4,1,1,1,1,4.9,1,14,0,0.1,1.67,1,254176
309,290,5,4,1,1,1,1,6.4,1,18,0,6.1,3.53,3,245463
220,204,3,3,1,1,0,0,1.2,1,5,0,6.3,1.36,2,188621
249,248,5,4,1,1,1,1,0.6,1,3,0,0.4,0.02,1,238220
123,120,1,1,1,0,0,0,4.2,1,8,0,1.1,0.34,0,100237
104,89,1,2,0,0,1,0,2.4,0,16,0,3.1,3.01,2,79997
221,197,3,3,0,0,1,0,1.1,0,18,0,1.3,3.37,1,156801
302,287,4,5,0,1,0,1,3.1,1,16,0,3.7,4.59,2,238507
196,187,3,3,1,0,1,0,6.3,0,2,0,2.5,4.93,2,134522
431,413,7,5,1,1,1,1,0.7,1,21,0,3.5,2.30,2,358595
205,203,4,3,1,1,0,1,2.1,0,1,0,4.9,3.93,2,171196
111,104,1,1,1,1,1,0,5.9,0,17,0,2.9,0.66,1,83419
233,200,3,4,1,1,1,0,6.9,1,19,0,5.7,5.48,1,168576
298,290,4,3,1,1,1,1,2.2,1,2,0,1.2,1.91,3,265472
314,303,6,4,0,1,1,1,4.6,1,4,1,2.4,4.97,3,282448
164,145,3,2,1,1,0,1,5.6,0,10,0,6.3,1.26,1,130487
135,119,1,2,1,0,0,0,4.4,0,19,0,3.1,5.54,1,70774
232,198,5,4,1,1,1,1,3.3,1,20,0,6.8,1.29,3,201559
201,183,4,5,1,1,1,1,6.2,1,18,0,5.9,2.15,2,173533
468,434,6,6,1,1,1,0,3.8,1,3,0,6.9,1.27,3,364133
132,124,1,2,0,0,0,0,4.7,0,7,0,2.3,0.95,2,96422
177,170,2,1,0,1,1,0,6.2,0,2,0,2.7,4.31,2,114790
123,123,2,1,0,0,0,1,3.5,1,12,0,3.8,2.40,2,100286
159,151,2,3,1,1,0,0,6.8,0,17,0,1.1,4.95,2,97728
622,584,8,9,1,1,1,1,5.3,1,16,0,5.4,5.31,2,471351
174,163,3,4,0,0,1,0,2.4,1,18,0,1.8,0.76,1,145544
267,251,4,5,1,1,1,1,2.1,0,13,1,6.2,2.03,1,248940
236,207,4,3,1,1,1,1,5.1,1,8,0,4.2,0.42,1,217065
224,200,3,4,1,0,1,0,2.7,0,7,0,0.4,3.88,2,162931
120,108,1,1,1,1,0,0,6.5,0,20,0,3.9,0.72,1,86087
280,276,4,3,1,1,1,1,3.7,1,22,0,2.7,3.74,2,231521
527,458,7,6,1,1,1,1,6.9,0,13,0,1.1,2.24,2,374997
159,147,3,1,0,1,1,0,4.9,0,14,0,6.6,0.03,2,125435
230,205,4,2,1,1,1,1,1.5,1,6,0,5.2,3.28,1,208653
222,210,3,3,0,1,0,1,1.4,0,6,0,2.5,3.23,2,174580
225,210,4,4,1,1,0,1,1.6,1,16,0,1.5,3.39,2,198820
110,105,1,1,0,0,0,0,1.6,1,22,0,5.2,0.72,1,89980
280,265,4,2,1,1,1,0,6.8,1,21,0,0.8,1.40,3,214594
148,127,1,1,1,1,0,0,1.6,0,2,0,2.2,3.27,0,107778
315,302,5,3,1,1,1,1,3.9,1,16,0,2.9,0.02,3,268103
112,101,1,1,1,1,0,0,3.3,1,11,0,6.6,5.59,0,67507
130,112,2,1,1,1,0,0,1.9,0,12,0,5.5,1.42,0,99139
219,201,4,2,1,1,1,1,2.3,1,11,0,2.1,4.90,2,198688
192,185,4,5,1,1,1,1,3.5,1,11,0,6.8,0.45,2,177965
126,119,1,2,1,0,0,0,5.8,0,6,0,6.7,5.81,1,63714
289,263,4,2,0,1,1,1,6.2,1,3,0,5.7,1.50,3,246931
322,318,5,5,1,0,1,1,2.7,1,1,0,2.7,3.02,2,270197
165,157,2,1,1,0,0,0,0.9,0,14,0,1.8,2.17,0,125390
339,297,6,7,1,1,1,1,1.4,1,8,0,4.9,4.14,3,291190
190,165,3,4,1,1,0,0,2.3,0,10,0,4.6,5.30,1,124063
257,239,4,2,0,1,1,1,4.5,1,13,0,5.5,0.29,2,229460
198,189,4,3,1,1,1,0,6.9,1,19,0,3.1,0.73,2,158817
273,271,4,3,1,1,1,1,6.9,1,15,0,5.9,2.69,3,212769
279,267,4,2,1,1,1,1,4.1,1,4,0,3.1,0.37,3,246752
148,132,1,1,1,1,0,0,3.7,0,11,0,5.2,4.76,0,87109
167,157,2,3,1,0,0,1,1.6,0,11,0,6.6,5.18,2,128504
209,197,3,4,0,1,0,0,3.6,0,6,0,6.5,2.68,1,141851
210,198,3,3,0,1,1,0,6.5,0,15,0,5.6,0.27,2,151635
347,315,5,3,1,1,1,1,0.9,1,14,0,0.7,0.66,1,311616
143,138,1,2,0,0,1,0,1.2,0,21,0,4.9,4.62,2,92913
151,150,2,1,0,0,0,0,6.5,0,4,0,5.8,4.42,2,94605
214,208,4,2,1,1,1,1,6.7,1,22,0,2.7,4.83,3,159570
309,285,4,2,1,1,0,1,0.2,1,21,0,2.6,4.25,2,268016
216,214,3,4,1,0,0,0,1.5,1,7,0,4.5,4.49,2,170631
156,136,3,2,0,1,1,0,3.3,1,16,0,4.9,1.99,2,137517
253,222,4,2,0,1,1,1,6.5,1,5,0,4.6,1.11,2,224983
113,109,1,1,0,0,1,0,0.4,0,2,0,6.8,5.04,2,88146
151,150,3,2,1,0,1,0,6.6,0,19,0,2.8,2.28,1,97175
103,91,1,1,1,0,1,0,5.3,0,1,0,2.5,0.35,1,82025
108,106,1,1,1,0,0,0,2.4,0,17,0,3.9,5.01,0,61255
195,194,4,3,1,1,1,1,4.8,1,22,0,4.4,3.17,1,159682
280,261,4,2,1,1,1,1,0.6,1,10,1,0.9,3.80,1,274797
193,192,4,3,1,1,1,1,1.2,1,2,0,1.1,2.51,1,181595
277,253,4,5,1,1,1,1,4.1,1,6,0,3.3,1.75,3,236647
105,95,1,1,1,0,0,0,3.1,0,17,0,4.4,2.92,2,69826
310,300,5,4,1,1,1,1,6.9,1,1,0,0.1,0.33,2,285622
324,318,6,4,1,1,1,1,0.9,1,19,0,2.8,0.12,3,285295
334,325,6,4,1,1,1,1,4.7,1,7,0,2.8,3.86,3,269944
484,460,7,8,1,1,1,1,4.9,1,6,0,6.7,3.83,3,389766
135,135,1,1,0,0,0,0,6.6,0,7,0,0.4,3.62,2,91574
235,223,3,3,0,1,1,0,0.2,0,13,0,4.2,1.64,1,186149
189,176,3,1,1,0,0,0,5.5,0,2,0,0.9,5.25,3,116755
228,204,4,5,1,1,1,1,2.3,1,3,0,4.5,0.45,1,215501
196,169,3,2,0,0,1,0,4.7,0,22,0,6.4,3.93,1,119718
268,265,4,2,1,0,1,0,0.5,1,11,0,6.6,4.14,2,214602
237,203,4,3,1,1,1,1,3.2,1,9,0,0.9,4.04,1,211385
207,178,4,2,1,1,1,1,2.6,1,3,0,1.1,3.23,1,197613
285,245,4,4,0,1,0,1,2.4,1,13,0,3.5,3.54,2,227668
303,263,4,2,0,1,0,1,3.7,1,2,0,1.7,0.30,2,271686
242,235,5,4,0,1,1,1,0.4,1,3,0,0.8,2.96,3,227046
289,283,4,2,1,1,1,0,6.7,1,12,0,0.7,0.62,1,233832
136,127,1,1,0,1,0,0,3.1,0,16,0,0.4,3.96,2,93953
152,145,3,1,1,0,0,1,6.3,0,15,0,0.4,4.20,3,113409
205,200,4,2,1,1,1,1,4.3,0,1,0,0.7,0.25,1,183841
308,263,5,5,1,1,1,1,3.6,1,3,0,3.6,4.80,3,257483
472,464,8,7,1,1,1,1,2.9,1,1,0,1.9,4.60,3,377641
190,173,4,2,1,1,0,1,1.1,1,5,0,3.3,3.38,1,160592
500,456,7,4,1,1,1,1,3.6,1,15,0,2.6,2.58,3,391679
154,134,3,2,1,1,0,1,0.6,0,10,0,3.1,4.69,3,123269
227,194,3,2,1,1,1,0,5.7,0,10,0,5.9,5.53,1,149935
237,216,4,4,1,1,1,1,2.3,1,22,0,1.9,5.98,3,194025
265,256,5,3,1,1,1,1,3.3,1,13,0,6.8,4.96,3,204150
173,150,2,1,0,1,0,0,0.3,1,2,0,3.7,5.94,1,133658
163,156,2,3,0,1,0,1,6.4,0,6,0,4.5,2.60,0,129025
433,390,7,7,1,1,1,1,6.4,1,21,0,0.8,1.39,3,346757
157,151,3,1,1,0,0,0,3.6,1,12,0,5.1,4.07,1,110144
417,358,6,4,1,1,1,1,0.9,1,12,1,1.2,2.76,3,394438
132,120,2,1,0,1,0,0,0.7,0,17,0,3.9,3.14,2,100081
106,104,1,1,1,0,0,0,2.9,0,20,0,0.1,2.42,1,70500
129,123,1,1,0,0,0,0,3.4,1,16,0,1.2,2.73,1,94044
182,173,3,3,1,0,0,1,5.1,0,16,0,1.6,1.98,1,139537
268,240,4,2,1,1,0,1,5.9,0,12,0,2.2,4.83,3,182743
262,225,4,3,1,1,1,1,5.3,1,7,1,6.7,1.86,1,255162
406,400,6,5,1,1,1,1,0.3,1,20,0,4.1,1.10,3,338619
781,727,8,9,1,1,1,1,4.2,1,5,0,4.1,1.13,2,631783
214,202,3,4,1,1,0,1,4.2,0,21,0,1.5,0.19,2,173578
345,319,5,5,1,1,1,1,5.6,0,15,0,4.3,3.38,1,250129
796,692,8,9,1,1,1,1,0.3,1,16,0,5.3,3.40,3,609388
457,429,6,4,1,1,1,1,6.8,1,22,1,3.4,0.61,3,404608
300,286,6,6,1,1,1,1,5.5,1,3,0,4.6,1.97,2,276707
117,114,1,2,0,0,0,0,2.6,0,8,0,4.3,4.55,1,73116
215,210,3,2,1,0,0,1,1.4,1,18,0,3.1,4.30,2,177369
224,217,3,4,0,0,0,1,4.6,1,20,0,2.4,3.17,3,169802
282,253,4,4,1,1,1,0,1.5,0,2,0,0.9,2.73,2,220932
213,213,4,5,1,0,0,1,1.6,1,1,0,6.7,4.26,3,176820
357,339,5,5,1,1,1,1,5.7,1,18,0,2.5,2.70,3,279558
349,345,5,3,1,0,1,1,4.6,1,5,0,6.9,3.59,2,286256
293,272,5,5,1,1,1,1,0.4,1,1,0,4.5,5.28,2,254490
462,442,7,6,1,1,1,1,4.9,1,16,1,6.5,0.05,3,419709
146,146,2,1,0,0,0,1,3.7,0,4,1,5.5,2.41,0,122098
302,285,5,5,1,1,1,1,5.4,1,6,0,4.9,4.39,3,239309
312,298,5,3,1,1,1,1,1.6,1,7,0,5.3,0.11,1,279961
152,149,3,3,1,0,0,1,2.3,0,21,0,0.5,0.07,2,140753
284,261,4,2,1,1,1,0,2.3,0,8,0,0.2,2.15,2,221542
284,254,4,5,1,1,1,1,1.8,0,16,0,2.7,1.16,3,218640
211,203,3,1,0,1,0,0,5.5,1,3,0,2.7,4.53,2,148832
493,480,7,4,1,1,1,1,4.3,1,21,0,3.7,1.11,2,391585
295,272,4,5,1,1,1,1,2.4,1,5,0,5.3,0.58,2,279870
243,237,4,4,0,1,1,1,3.1,1,18,0,1.4,5.69,2,196160
296,283,4,2,1,1,1,0,6.1,1,22,0,4.1,4.59,1,206467
144,129,1,1,0,0,0,0,6.8,1,18,0,6.6,3.16,1,88739
244,235,4,5,1,1,0,1,5.2,1,22,0,2.1,5.38,3,173120
231,199,5,3,1,1,0,1,2.1,1,7,0,1.9,2.80,2,209983
311,286,5,5,1,1,1,1,0.1,1,9,0,3.3,3.92,1,283818
237,225,4,4,1,1,1,1,1.6,1,13,0,0.4,4.36,3,196676
232,209,3,3,1,1,0,0,3.7,1,22,0,2.1,3.77,2,174543
413,374,6,7,1,1,1,1,2.3,1,7,0,6.8,4.07,3,332251
177,172,3,2,1,0,0,1,6.8,0,20,0,4.5,1.10,2,126131
256,244,4,3,1,1,1,1,6.1,1,3,1,6.8,0.83,3,246178
300,277,4,5,0,1,1,1,4.6,0,7,0,2.5,2.33,1,234706
118,113,1,2,1,0,0,0,6.5,0,3,1,5.6,4.67,0,66959
187,177,3,2,0,0,0,0,2.6,1,1,0,5.3,3.51,3,134959
283,261,4,4,1,1,1,1,3.2,1,12,0,6.4,4.28,1,229396
320,309,5,3,1,1,1,0,0.5,1,4,0,2.3,3.55,1,263371
410,373,6,5,1,1,1,1,1.1,1,8,0,0.2,4.13,2,350533
308,272,4,4,1,1,1,0,0.3,1,5,0,1.7,0.61,2,285527
169,152,3,2,0,1,0,1,1.9,0,11,0,3.5,3.64,1,135946
353,304,6,4,1,1,1,1,1.8,1,11,0,2.1,4.04,2,303836
131,117,1,1,0,0,0,0,6.2,0,1,0,4.9,4.51,0,72113
299,275,4,3,0,1,1,1,1.3,1,13,0,0.3,0.93,2,274969
499,487,7,7,1,1,1,1,0.1,1,15,0,4.7,3.52,2,415960
289,289,5,4,1,1,0,1,6.4,1,8,0,2.5,4.55,2,239916
205,194,4,2,0,1,0,1,4.7,0,1,0,5.8,3.63,2,159730
115,104,1,1,0,1,0,0,5.6,0,7,0,0.8,2.66,0,76838
156,136,3,3,1,0,1,0,5.4,1,1,0,6.1,5.18,3,116958
274,270,5,4,0,0,0,1,6.2,1,8,0,2.3,2.41,1,211592
140,122,1,1,0,0,0,0,0.3,0,9,0,0.4,3.58,0,98193
106,95,1,2,1,0,0,1,0.6,0,5,0,2.5,3.82,2,93649
140,136,2,1,0,0,0,1,1.6,0,3,0,1.4,4.29,3,104880
164,143,3,4,0,0,1,0,1.5,1,9,0,1.3,5.61,1,124024
303,262,5,4,1,1,1,1,6.8,1,21,0,2.6,5.30,2,248552
176,156,3,2,0,1,0,0,1.8,1,21,0,0.4,1.45,3,143998
160,148,2,1,0,0,0,0,3.8,0,9,0,6.8,1.78,0,104759
265,248,4,5,1,1,1,1,3.8,1,19,0,1.6,1.45,2,231842
273,254,5,2,1,1,1,1,4.6,1,2,0,2.6,1.46,3,231388
100,94,1,2,0,1,0,0,3.3,1,9,0,3.6,1.76,2,82262
179,165,2,2,1,1,1,0,4.2,0,6,0,3.2,1.52,2,141519
220,210,3,2,1,1,1,0,1.2,0,5,0,6.4,3.10,3,165843
295,281,4,5,0,1,1,1,3.3,1,18,0,2.9,4.77,1,236607
173,148,3,2,0,1,0,0,4.6,0,21,0,5.7,5.75,1,87564
313,301,5,5,1,1,1,1,1.1,1,19,0,1.1,1.18,2,280290
271,238,4,2,0,1,1,1,5.3,1,2,0,1.9,4.64,2,241445
273,254,5,5,1,1,1,1,0.3,1,17,0,1.8,2.71,1,250214
389,370,6,5,1,1,1,1,4.6,0,22,0,6.2,1.56,3,274724
222,212,4,2,1,1,0,0,0.6,0,9,0,2.6,5.67,3,151581
116,112,1,2,1,0,0,0,0.4,0,18,0,3.6,1.67,0,91556
278,270,4,4,0,1,0,0,1.3,1,8,0,0.3,2.86,3,223753
278,242,5,3,1,1,1,1,2.1,0,21,0,3.6,0.27,2,227346
144,133,2,2,0,1,0,0,4.6,0,10,0,2.7,2.17,3,92487
156,135,3,3,1,1,0,1,2.6,1,14,0,4.7,1.10,2,152127
591,512,7,7,1,1,1,1,6.1,1,3,0,4.3,2.66,2,508573
251,236,5,4,1,1,1,1,3.8,1,12,0,4.7,4.89,3,203550
154,150,3,1,1,0,0,0,6.4,1,2,0,6.2,2.83,2,111144
277,247,5,2,1,1,1,1,4.1,0,15,0,1.2,3.57,3,206205
263,243,4,3,1,1,1,0,6.6,0,15,0,3.9,0.56,3,183052
351,312,5,2,1,1,1,1,6.5,0,10,0,4.1,1.25,2,267567
332,298,5,4,1,1,1,1,5.6,1,11,0,5.9,3.04,1,272443
552,552,8,5,1,1,1,1,3.9,1,20,0,3.9,3.14,3,423546
163,162,3,3,1,0,0,0,1.3,1,21,0,0.5,2.15,1,129875
174,161,3,2,1,1,0,0,0.7,1,1,0,3.6,0.27,3,156074
255,226,4,5,1,1,1,1,0.7,1,6,0,5.8,3.92,3,231948
296,257,5,3,1,1,1,1,2.1,1,12,0,1.5,5.71,1,241486
229,227,4,5,1,0,1,0,0.9,1,14,0,4.9,4.22,1,172652
163,143,3,1,0,1,0,0,3.4,0,18,0,2.5,3.39,3,101574
191,179,3,1,0,0,0,0,0.2,0,14,0,2.6,0.58,2,151097
255,224,5,3,1,1,1,1,4.2,1,20,1,3.2,3.86,2,246763
304,270,5,2,1,1,1,0,0.5,1,19,1,6.6,1.71,3,273321
189,175,2,1,0,1,0,0,2.3,0,14,0,5.1,0.70,3,135280
241,218,4,5,1,1,1,0,0.1,1,15,0,2.4,4.02,3,199570
204,191,4,4,1,1,1,1,2.8,1,9,0,3.5,0.80,3,194488
190,183,4,4,1,1,1,1,3.2,1,13,0,5.1,4.21,1,164925
231,219,4,4,1,1,1,1,3.2,0,22,0,4.3,0.95,3,179475
170,152,2,2,0,1,0,1,2.3,0,14,0,4.9,0.56,1,138486
270,268,5,2,1,1,1,1,1.7,1,2,0,1.5,0.07,2,259216
168,158,2,2,1,1,0,0,5.3,0,13,0,2.3,0.09,3,117533
165,150,3,4,1,0,0,1,0.3,0,7,0,0.9,2.40,1,150640
304,288,4,3,1,1,0,1,0.1,1,15,0,3.7,5.83,3,247889
288,288,5,3,1,1,1,1,1.9,1,7,0,0.5,3.98,1,241531
215,196,4,3,1,1,1,0,4.4,1,21,0,3.4,1.53,1,175149
283,270,4,3,1,1,1,1,0.3,1,12,0,0.7,1.71,1,271032
320,293,5,5,1,1,1,1,4.5,1,19,0,2.2,2.10,1,260696
106,103,1,2,0,0,0,0,2.2,0,13,0,4.3,4.26,0,63450
171,165,3,3,1,1,0,0,1.5,1,19,0,1.2,1.23,2,148513
263,227,4,2,1,1,1,1,1.3,1,5,0,2.8,4.41,1,230242
223,216,4,2,1,1,1,1,4.8,1,15,0,3.3,1.80,1,194059
113,97,1,2,0,0,0,0,4.2,0,8,0,3.1,0.98,2,81653
136,128,2,3,0,0,0,0,6.4,0,17,0,3.1,2.27,1,81560
125,121,1,1,0,0,0,0,3.8,1,10,0,6.5,2.78,2,86302
144,126,1,2,0,1,0,0,4.8,0,5,0,3.6,2.70,2,98269
127,118,2,2,1,1,0,1,3.5,0,20,0,1.6,4.12,1,100412
182,158,3,1,1,1,1,0,2.7,1,8,0,1.7,3.79,1,158721
253,228,4,5,1,1,1,1,2.7,0,22,0,2.4,2.38,2,205993
219,219,3,1,1,0,1,0,4.1,1,20,0,5.3,2.81,2,162263
234,223,4,2,1,1,1,0,1.2,0,22,1,4.8,4.65,3,170784
225,193,3,1,1,1,0,0,5.8,1,20,0,4.6,1.15,3,164745
190,187,4,4,1,0,1,1,0.7,1,13,0,4.9,5.45,1,165189
193,168,4,4,1,1,1,1,1.2,1,12,0,0.6,1.79,3,189049
211,189,3,2,1,1,1,0,1.5,1,13,0,2.5,1.35,2,189208
375,341,6,6,1,1,1,1,0.5,1,14,0,1.1,1.51,2,329089
146,144,2,1,0,0,0,0,4.3,0,10,1,1.1,1.81,3,116200
314,284,5,5,0,1,1,0,1.3,1,19,0,5.7,2.22,3,237730
211,191,3,2,1,1,0,0,0.1,0,12,0,4.5,5.10,1,148234
221,196,4,3,1,1,1,1,1.6,1,18,0,2.7,4.86,2,190806
327,291,5,3,1,1,1,1,5.7,0,19,0,0.8,1.56,2,257458
139,125,2,3,0,1,1,0,6.6,1,13,0,2.8,4.98,3,100470
296,259,4,4,1,1,1,1,1.2,0,18,0,3.6,1.44,3,226976
221,201,4,2,1,1,1,1,2.1,0,3,0,0.7,0.28,2,206765
246,228,4,5,1,1,1,0,0.2,1,22,0,3.9,3.62,3,194351
220,203,4,5,1,1,0,0,5.4,1,8,0,3.1,4.11,1,162393
344,298,5,5,1,1,1,1,6.2,1,22,0,6.5,1.46,2,283385
366,362,6,5,1,1,1,1,1.5,1,1,0,3.1,1.31,3,321920
221,201,3,3,0,0,0,0,4.9,0,16,0,2.4,2.12,1,138465
230,197,3,1,1,1,0,0,1.6,1,17,0,4.5,2.71,1,177903
191,191,4,2,1,1,0,1,0.9,1,17,0,3.9,2.40,2,179701
